"hgnc_symbol"	"hgnc_id"	"description"
"PBX1"	"HGNC:8632"	"PBX homeobox 1 [Source:HGNC Symbol;Acc:HGNC:8632]"
"PCDH19"	"HGNC:14270"	"protocadherin 19 [Source:HGNC Symbol;Acc:HGNC:14270]"
"PCDH9"	"HGNC:8661"	"protocadherin 9 [Source:HGNC Symbol;Acc:HGNC:8661]"
"PDE4D"	"HGNC:8783"	"phosphodiesterase 4D [Source:HGNC Symbol;Acc:HGNC:8783]"
"PDHA1"	"HGNC:8806"	"pyruvate dehydrogenase E1 subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:8806]"
"PEG10"	"HGNC:14005"	"paternally expressed 10 [Source:HGNC Symbol;Acc:HGNC:14005]"
"PEG3"	"HGNC:8826"	"paternally expressed 3 [Source:HGNC Symbol;Acc:HGNC:8826]"
"PGK1"	"HGNC:8896"	"phosphoglycerate kinase 1 [Source:HGNC Symbol;Acc:HGNC:8896]"
"PHEX"	"HGNC:8918"	"phosphate regulating endopeptidase X-linked [Source:HGNC Symbol;Acc:HGNC:8918]"
"PHF2"	"HGNC:8920"	"PHD finger protein 2 [Source:HGNC Symbol;Acc:HGNC:8920]"
"PHF21A"	"HGNC:24156"	"PHD finger protein 21A [Source:HGNC Symbol;Acc:HGNC:24156]"
"PHF3"	"HGNC:8921"	"PHD finger protein 3 [Source:HGNC Symbol;Acc:HGNC:8921]"
"PHF6"	"HGNC:18145"	"PHD finger protein 6 [Source:HGNC Symbol;Acc:HGNC:18145]"
"PHF8"	"HGNC:20672"	"PHD finger protein 8 [Source:HGNC Symbol;Acc:HGNC:20672]"
"PHIP"	"HGNC:15673"	"pleckstrin homology domain interacting protein [Source:HGNC Symbol;Acc:HGNC:15673]"
"PHLDA2"	"HGNC:12385"	"pleckstrin homology like domain family A member 2 [Source:HGNC Symbol;Acc:HGNC:12385]"
"PIGA"	"HGNC:8957"	"phosphatidylinositol glycan anchor biosynthesis class A [Source:HGNC Symbol;Acc:HGNC:8957]"
"PIK3CA"	"HGNC:8975"	"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha [Source:HGNC Symbol;Acc:HGNC:8975]"
"PIK3R2"	"HGNC:8980"	"phosphoinositide-3-kinase regulatory subunit 2 [Source:HGNC Symbol;Acc:HGNC:8980]"
"PITPNA"	"HGNC:9001"	"phosphatidylinositol transfer protein alpha [Source:HGNC Symbol;Acc:HGNC:9001]"
"PITX2"	"HGNC:9005"	"paired like homeodomain 2 [Source:HGNC Symbol;Acc:HGNC:9005]"
"PITX3"	"HGNC:9006"	"paired like homeodomain 3 [Source:HGNC Symbol;Acc:HGNC:9006]"
"PKD1"	"HGNC:9008"	"polycystin 1, transient receptor potential channel interacting [Source:HGNC Symbol;Acc:HGNC:9008]"
"PKD2"	"HGNC:9009"	"polycystin 2, transient receptor potential cation channel [Source:HGNC Symbol;Acc:HGNC:9009]"
"PKP2"	"HGNC:9024"	"plakophilin 2 [Source:HGNC Symbol;Acc:HGNC:9024]"
"PLAGL1"	"HGNC:9046"	"PLAG1 like zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:9046]"
"PLP1"	"HGNC:9086"	"proteolipid protein 1 [Source:HGNC Symbol;Acc:HGNC:9086]"
"PMP22"	"HGNC:9118"	"peripheral myelin protein 22 [Source:HGNC Symbol;Acc:HGNC:9118]"
"POGZ"	"HGNC:18801"	"pogo transposable element derived with ZNF domain [Source:HGNC Symbol;Acc:HGNC:18801]"
"POLD1"	"HGNC:9175"	"DNA polymerase delta 1, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9175]"
"POLE"	"HGNC:9177"	"DNA polymerase epsilon, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9177]"
"POLL"	"HGNC:9184"	"DNA polymerase lambda [Source:HGNC Symbol;Acc:HGNC:9184]"
"POLR1D"	"HGNC:20422"	"RNA polymerase I and III subunit D [Source:HGNC Symbol;Acc:HGNC:20422]"
"PORCN"	"HGNC:17652"	"porcupine O-acyltransferase [Source:HGNC Symbol;Acc:HGNC:17652]"
"PPM1D"	"HGNC:9277"	"protein phosphatase, Mg2+/Mn2+ dependent 1D [Source:HGNC Symbol;Acc:HGNC:9277]"
"PPP1R9A"	"HGNC:14946"	"protein phosphatase 1 regulatory subunit 9A [Source:HGNC Symbol;Acc:HGNC:14946]"
"PPP2R5D"	"HGNC:9312"	"protein phosphatase 2 regulatory subunit B'delta [Source:HGNC Symbol;Acc:HGNC:9312]"
"PQBP1"	"HGNC:9330"	"polyglutamine binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9330]"
"PRDM6"	"HGNC:9350"	"PR/SET domain 6 [Source:HGNC Symbol;Acc:HGNC:9350]"
"PRKAG2"	"HGNC:9386"	"protein kinase AMP-activated non-catalytic subunit gamma 2 [Source:HGNC Symbol;Acc:HGNC:9386]"
"PRRT2"	"HGNC:30500"	"proline rich transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:30500]"
"PRSS1"	"HGNC:9475"	"serine protease 1 [Source:HGNC Symbol;Acc:HGNC:9475]"
"PSD3"	"HGNC:19093"	"pleckstrin and Sec7 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:19093]"
"PTCH1"	"HGNC:9585"	"patched 1 [Source:HGNC Symbol;Acc:HGNC:9585]"
"PTCHD1"	"HGNC:26392"	"patched domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26392]"
"PTEN"	"HGNC:9588"	"phosphatase and tensin homolog [Source:HGNC Symbol;Acc:HGNC:9588]"
"PTHLH"	"HGNC:9607"	"parathyroid hormone like hormone [Source:HGNC Symbol;Acc:HGNC:9607]"
"PTPN11"	"HGNC:9644"	"protein tyrosine phosphatase non-receptor type 11 [Source:HGNC Symbol;Acc:HGNC:9644]"
"PURA"	"HGNC:9701"	"purine rich element binding protein A [Source:HGNC Symbol;Acc:HGNC:9701]"
"RAB39B"	"HGNC:16499"	"RAB39B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:16499]"
"RAD21"	"HGNC:9811"	"RAD21 cohesin complex component [Source:HGNC Symbol;Acc:HGNC:9811]"
"RAD51C"	"HGNC:9820"	"RAD51 paralog C [Source:HGNC Symbol;Acc:HGNC:9820]"
"RAD51D"	"HGNC:9823"	"RAD51 paralog D [Source:HGNC Symbol;Acc:HGNC:9823]"
"RAF1"	"HGNC:9829"	"Raf-1 proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:9829]"
"RAI1"	"HGNC:9834"	"retinoic acid induced 1 [Source:HGNC Symbol;Acc:HGNC:9834]"
"RALGAPB"	"HGNC:29221"	"Ral GTPase activating protein non-catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:29221]"
"RASA1"	"HGNC:9871"	"RAS p21 protein activator 1 [Source:HGNC Symbol;Acc:HGNC:9871]"
"RB1"	"HGNC:9884"	"RB transcriptional corepressor 1 [Source:HGNC Symbol;Acc:HGNC:9884]"
"RB1CC1"	"HGNC:15574"	"RB1 inducible coiled-coil 1 [Source:HGNC Symbol;Acc:HGNC:15574]"
"RCAN1"	"HGNC:3040"	"regulator of calcineurin 1 [Source:HGNC Symbol;Acc:HGNC:3040]"
"RET"	"HGNC:9967"	"ret proto-oncogene [Source:HGNC Symbol;Acc:HGNC:9967]"
"RIMS1"	"HGNC:17282"	"regulating synaptic membrane exocytosis 1 [Source:HGNC Symbol;Acc:HGNC:17282]"
"RNF135"	"HGNC:21158"	"ring finger protein 135 [Source:HGNC Symbol;Acc:HGNC:21158]"
"ROBO1"	"HGNC:10249"	"roundabout guidance receptor 1 [Source:HGNC Symbol;Acc:HGNC:10249]"
"ROR2"	"HGNC:10257"	"receptor tyrosine kinase like orphan receptor 2 [Source:HGNC Symbol;Acc:HGNC:10257]"
"RP2"	"HGNC:10274"	"RP2 activator of ARL3 GTPase [Source:HGNC Symbol;Acc:HGNC:10274]"
"RPH3A"	"HGNC:17056"	"rabphilin 3A [Source:HGNC Symbol;Acc:HGNC:17056]"
"RPL10"	"HGNC:10298"	"ribosomal protein L10 [Source:HGNC Symbol;Acc:HGNC:10298]"
"RPL15"	"HGNC:10306"	"ribosomal protein L15 [Source:HGNC Symbol;Acc:HGNC:10306]"
"RPS17"	"HGNC:10397"	"ribosomal protein S17 [Source:HGNC Symbol;Acc:HGNC:10397]"
"RPS19"	"HGNC:10402"	"ribosomal protein S19 [Source:HGNC Symbol;Acc:HGNC:10402]"
"RPS24"	"HGNC:10411"	"ribosomal protein S24 [Source:HGNC Symbol;Acc:HGNC:10411]"
"RPS26"	"HGNC:10414"	"ribosomal protein S26 [Source:HGNC Symbol;Acc:HGNC:10414]"
"RPS6KA3"	"HGNC:10432"	"ribosomal protein S6 kinase A3 [Source:HGNC Symbol;Acc:HGNC:10432]"
"RS1"	"HGNC:10457"	"retinoschisin 1 [Source:HGNC Symbol;Acc:HGNC:10457]"
"RUNX1"	"HGNC:10471"	"RUNX family transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:10471]"
"RXFP2"	"HGNC:17318"	"relaxin family peptide receptor 2 [Source:HGNC Symbol;Acc:HGNC:17318]"
"RYR1"	"HGNC:10483"	"ryanodine receptor 1 [Source:HGNC Symbol;Acc:HGNC:10483]"
"RYR2"	"HGNC:10484"	"ryanodine receptor 2 [Source:HGNC Symbol;Acc:HGNC:10484]"
"SALL1"	"HGNC:10524"	"spalt like transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:10524]"
"SALL4"	"HGNC:15924"	"spalt like transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:15924]"
"SATB2"	"HGNC:21637"	"SATB homeobox 2 [Source:HGNC Symbol;Acc:HGNC:21637]"
"SCARB2"	"HGNC:1665"	"scavenger receptor class B member 2 [Source:HGNC Symbol;Acc:HGNC:1665]"
"SCN1A"	"HGNC:10585"	"sodium voltage-gated channel alpha subunit 1 [Source:HGNC Symbol;Acc:HGNC:10585]"
"SCN1B"	"HGNC:10586"	"sodium voltage-gated channel beta subunit 1 [Source:HGNC Symbol;Acc:HGNC:10586]"
"SCN2A"	"HGNC:10588"	"sodium voltage-gated channel alpha subunit 2 [Source:HGNC Symbol;Acc:HGNC:10588]"
"SCN5A"	"HGNC:10593"	"sodium voltage-gated channel alpha subunit 5 [Source:HGNC Symbol;Acc:HGNC:10593]"
"SDHAF2"	"HGNC:26034"	"succinate dehydrogenase complex assembly factor 2 [Source:HGNC Symbol;Acc:HGNC:26034]"
"SDHB"	"HGNC:10681"	"succinate dehydrogenase complex iron sulfur subunit B [Source:HGNC Symbol;Acc:HGNC:10681]"
"SDHC"	"HGNC:10682"	"succinate dehydrogenase complex subunit C [Source:HGNC Symbol;Acc:HGNC:10682]"
"SDHD"	"HGNC:10683"	"succinate dehydrogenase complex subunit D [Source:HGNC Symbol;Acc:HGNC:10683]"
"SEM1"	"HGNC:10845"	"SEM1 26S proteasome subunit [Source:HGNC Symbol;Acc:HGNC:10845]"
"SEMA3A"	"HGNC:10723"	"semaphorin 3A [Source:HGNC Symbol;Acc:HGNC:10723]"
"SETBP1"	"HGNC:15573"	"SET binding protein 1 [Source:HGNC Symbol;Acc:HGNC:15573]"
"SETD1A"	"HGNC:29010"	"SET domain containing 1A, histone lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:29010]"
"SETD2"	"HGNC:18420"	"SET domain containing 2, histone lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:18420]"
"SETD5"	"HGNC:25566"	"SET domain containing 5 [Source:HGNC Symbol;Acc:HGNC:25566]"
"SF3B4"	"HGNC:10771"	"splicing factor 3b subunit 4 [Source:HGNC Symbol;Acc:HGNC:10771]"
"SGCE"	"HGNC:10808"	"sarcoglycan epsilon [Source:HGNC Symbol;Acc:HGNC:10808]"
"SH2B1"	"HGNC:30417"	"SH2B adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:30417]"
"SH2D1A"	"HGNC:10820"	"SH2 domain containing 1A [Source:HGNC Symbol;Acc:HGNC:10820]"
"SHANK1"	"HGNC:15474"	"SH3 and multiple ankyrin repeat domains 1 [Source:HGNC Symbol;Acc:HGNC:15474]"
"SHANK2"	"HGNC:14295"	"SH3 and multiple ankyrin repeat domains 2 [Source:HGNC Symbol;Acc:HGNC:14295]"
"SHANK3"	"HGNC:14294"	"SH3 and multiple ankyrin repeat domains 3 [Source:HGNC Symbol;Acc:HGNC:14294]"
"SHH"	"HGNC:10848"	"sonic hedgehog signaling molecule [Source:HGNC Symbol;Acc:HGNC:10848]"
"SHOC2"	"HGNC:15454"	"SHOC2 leucine rich repeat scaffold protein [Source:HGNC Symbol;Acc:HGNC:15454]"
"SHROOM4"	"HGNC:29215"	"shroom family member 4 [Source:HGNC Symbol;Acc:HGNC:29215]"
"SIM1"	"HGNC:10882"	"SIM bHLH transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:10882]"
"SIN3A"	"HGNC:19353"	"SIN3 transcription regulator family member A [Source:HGNC Symbol;Acc:HGNC:19353]"
"SIX1"	"HGNC:10887"	"SIX homeobox 1 [Source:HGNC Symbol;Acc:HGNC:10887]"
"SIX3"	"HGNC:10889"	"SIX homeobox 3 [Source:HGNC Symbol;Acc:HGNC:10889]"
"SIX4"	"HGNC:10890"	"SIX homeobox 4 [Source:HGNC Symbol;Acc:HGNC:10890]"
"SIX6"	"HGNC:10892"	"SIX homeobox 6 [Source:HGNC Symbol;Acc:HGNC:10892]"
"SKI"	"HGNC:10896"	"SKI proto-oncogene [Source:HGNC Symbol;Acc:HGNC:10896]"
"SLC16A12"	"HGNC:23094"	"solute carrier family 16 member 12 [Source:HGNC Symbol;Acc:HGNC:23094]"
"SLC16A2"	"HGNC:10923"	"solute carrier family 16 member 2 [Source:HGNC Symbol;Acc:HGNC:10923]"
"SLC17A8"	"HGNC:20151"	"solute carrier family 17 member 8 [Source:HGNC Symbol;Acc:HGNC:20151]"
"SLC22A18"	"HGNC:10964"	"solute carrier family 22 member 18 [Source:HGNC Symbol;Acc:HGNC:10964]"
"SLC25A12"	"HGNC:10982"	"solute carrier family 25 member 12 [Source:HGNC Symbol;Acc:HGNC:10982]"
"SLC2A1"	"HGNC:11005"	"solute carrier family 2 member 1 [Source:HGNC Symbol;Acc:HGNC:11005]"
"SLC35A2"	"HGNC:11022"	"solute carrier family 35 member A2 [Source:HGNC Symbol;Acc:HGNC:11022]"
"SLC38A5"	"HGNC:18070"	"solute carrier family 38 member 5 [Source:HGNC Symbol;Acc:HGNC:18070]"
"SLC4A10"	"HGNC:13811"	"solute carrier family 4 member 10 [Source:HGNC Symbol;Acc:HGNC:13811]"
"SLC6A1"	"HGNC:11042"	"solute carrier family 6 member 1 [Source:HGNC Symbol;Acc:HGNC:11042]"
"SLC6A4"	"HGNC:11050"	"solute carrier family 6 member 4 [Source:HGNC Symbol;Acc:HGNC:11050]"
"SLC6A8"	"HGNC:11055"	"solute carrier family 6 member 8 [Source:HGNC Symbol;Acc:HGNC:11055]"
"SLC9A6"	"HGNC:11079"	"solute carrier family 9 member A6 [Source:HGNC Symbol;Acc:HGNC:11079]"
"SMAD2"	"HGNC:6768"	"SMAD family member 2 [Source:HGNC Symbol;Acc:HGNC:6768]"
"SMAD3"	"HGNC:6769"	"SMAD family member 3 [Source:HGNC Symbol;Acc:HGNC:6769]"
"SMAD4"	"HGNC:6770"	"SMAD family member 4 [Source:HGNC Symbol;Acc:HGNC:6770]"
"SMARCA2"	"HGNC:11098"	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2 [Source:HGNC Symbol;Acc:HGNC:11098]"
"SMARCA4"	"HGNC:11100"	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4 [Source:HGNC Symbol;Acc:HGNC:11100]"
"SMARCB1"	"HGNC:11103"	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1 [Source:HGNC Symbol;Acc:HGNC:11103]"
"SMC1A"	"HGNC:11111"	"structural maintenance of chromosomes 1A [Source:HGNC Symbol;Acc:HGNC:11111]"
"SMS"	"HGNC:11123"	"spermine synthase [Source:HGNC Symbol;Acc:HGNC:11123]"
"SNORD107"	"HGNC:32771"	"small nucleolar RNA, C/D box 107 [Source:HGNC Symbol;Acc:HGNC:32771]"
"SNORD108"	"HGNC:32772"	"small nucleolar RNA, C/D box 108 [Source:HGNC Symbol;Acc:HGNC:32772]"
"SNORD109B"	"HGNC:32774"	"small nucleolar RNA, C/D box 109B [Source:HGNC Symbol;Acc:HGNC:32774]"
"SNORD64"	"HGNC:32725"	"small nucleolar RNA, C/D box 64 [Source:HGNC Symbol;Acc:HGNC:32725]"
"SNORD8"	"HGNC:20159"	"small nucleolar RNA, C/D box 8 [Source:HGNC Symbol;Acc:HGNC:20159]"
"SNORD9"	"HGNC:32705"	"small nucleolar RNA, C/D box 9 [Source:HGNC Symbol;Acc:HGNC:32705]"
"SNRPN"	"HGNC:11164"	"small nuclear ribonucleoprotein polypeptide N [Source:HGNC Symbol;Acc:HGNC:11164]"
"SNURF"	"HGNC:11171"	"SNRPN upstream open reading frame [Source:HGNC Symbol;Acc:HGNC:11171]"
"SON"	"HGNC:11183"	"SON DNA and RNA binding protein [Source:HGNC Symbol;Acc:HGNC:11183]"
"SOS1"	"HGNC:11187"	"SOS Ras/Rac guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:11187]"
"SOX10"	"HGNC:11190"	"SRY-box transcription factor 10 [Source:HGNC Symbol;Acc:HGNC:11190]"
"SOX11"	"HGNC:11191"	"SRY-box transcription factor 11 [Source:HGNC Symbol;Acc:HGNC:11191]"
"SOX2"	"HGNC:11195"	"SRY-box transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:11195]"
"SOX3"	"HGNC:11199"	"SRY-box transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:11199]"
"SOX5"	"HGNC:11201"	"SRY-box transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:11201]"
"SOX8"	"HGNC:11203"	"SRY-box transcription factor 8 [Source:HGNC Symbol;Acc:HGNC:11203]"
"SOX9"	"HGNC:11204"	"SRY-box transcription factor 9 [Source:HGNC Symbol;Acc:HGNC:11204]"
"SPAST"	"HGNC:11233"	"spastin [Source:HGNC Symbol;Acc:HGNC:11233]"
"SPEN"	"HGNC:17575"	"spen family transcriptional repressor [Source:HGNC Symbol;Acc:HGNC:17575]"
"SPINK1"	"HGNC:11244"	"serine peptidase inhibitor Kazal type 1 [Source:HGNC Symbol;Acc:HGNC:11244]"
"SPP2"	"HGNC:11256"	"secreted phosphoprotein 2 [Source:HGNC Symbol;Acc:HGNC:11256]"
"SPRED1"	"HGNC:20249"	"sprouty related EVH1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20249]"
"SRCAP"	"HGNC:16974"	"Snf2 related CREBBP activator protein [Source:HGNC Symbol;Acc:HGNC:16974]"
"SRPX2"	"HGNC:30668"	"sushi repeat containing protein X-linked 2 [Source:HGNC Symbol;Acc:HGNC:30668]"
"SRY"	"HGNC:11311"	"sex determining region Y [Source:HGNC Symbol;Acc:HGNC:11311]"
"STAG2"	"HGNC:11355"	"STAG2 cohesin complex component [Source:HGNC Symbol;Acc:HGNC:11355]"
"STAT1"	"HGNC:11362"	"signal transducer and activator of transcription 1 [Source:HGNC Symbol;Acc:HGNC:11362]"
"STK11"	"HGNC:11389"	"serine/threonine kinase 11 [Source:HGNC Symbol;Acc:HGNC:11389]"
"STS"	"HGNC:11425"	"steroid sulfatase [Source:HGNC Symbol;Acc:HGNC:11425]"
"STXBP1"	"HGNC:11444"	"syntaxin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11444]"
"SUPT16H"	"HGNC:11465"	"SPT16 homolog, facilitates chromatin remodeling subunit [Source:HGNC Symbol;Acc:HGNC:11465]"
"SUZ12"	"HGNC:17101"	"SUZ12 polycomb repressive complex 2 subunit [Source:HGNC Symbol;Acc:HGNC:17101]"
"SYN1"	"HGNC:11494"	"synapsin I [Source:HGNC Symbol;Acc:HGNC:11494]"
"SYNGAP1"	"HGNC:11497"	"synaptic Ras GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:11497]"
"SYP"	"HGNC:11506"	"synaptophysin [Source:HGNC Symbol;Acc:HGNC:11506]"
"TAB2"	"HGNC:17075"	"TGF-beta activated kinase 1 (MAP3K7) binding protein 2 [Source:HGNC Symbol;Acc:HGNC:17075]"
"TAF13"	"HGNC:11546"	"TATA-box binding protein associated factor 13 [Source:HGNC Symbol;Acc:HGNC:11546]"
"TAOK1"	"HGNC:29259"	"TAO kinase 1 [Source:HGNC Symbol;Acc:HGNC:29259]"
"TARDBP"	"HGNC:11571"	"TAR DNA binding protein [Source:HGNC Symbol;Acc:HGNC:11571]"
"TBC1D5"	"HGNC:19166"	"TBC1 domain family member 5 [Source:HGNC Symbol;Acc:HGNC:19166]"
"TBL1XR1"	"HGNC:29529"	"TBL1X/Y related 1 [Source:HGNC Symbol;Acc:HGNC:29529]"
"TBR1"	"HGNC:11590"	"T-box brain transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:11590]"
"TBX1"	"HGNC:11592"	"T-box transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:11592]"
"TBX2"	"HGNC:11597"	"T-box transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:11597]"
"TBX20"	"HGNC:11598"	"T-box transcription factor 20 [Source:HGNC Symbol;Acc:HGNC:11598]"
"TBX22"	"HGNC:11600"	"T-box transcription factor 22 [Source:HGNC Symbol;Acc:HGNC:11600]"
"TBX3"	"HGNC:11602"	"T-box transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:11602]"
"TBX4"	"HGNC:11603"	"T-box transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:11603]"
"TBX5"	"HGNC:11604"	"T-box transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:11604]"
"TCF20"	"HGNC:11631"	"transcription factor 20 [Source:HGNC Symbol;Acc:HGNC:11631]"
"TCF7L2"	"HGNC:11641"	"transcription factor 7 like 2 [Source:HGNC Symbol;Acc:HGNC:11641]"
"TCOF1"	"HGNC:11654"	"treacle ribosome biogenesis factor 1 [Source:HGNC Symbol;Acc:HGNC:11654]"
"TFAP2B"	"HGNC:11743"	"transcription factor AP-2 beta [Source:HGNC Symbol;Acc:HGNC:11743]"
"TGFBR1"	"HGNC:11772"	"transforming growth factor beta receptor 1 [Source:HGNC Symbol;Acc:HGNC:11772]"
"TGIF1"	"HGNC:11776"	"TGFB induced factor homeobox 1 [Source:HGNC Symbol;Acc:HGNC:11776]"
"THRA"	"HGNC:11796"	"thyroid hormone receptor alpha [Source:HGNC Symbol;Acc:HGNC:11796]"
"TIMM8A"	"HGNC:11817"	"translocase of inner mitochondrial membrane 8A [Source:HGNC Symbol;Acc:HGNC:11817]"
"TLX3"	"HGNC:13532"	"T cell leukemia homeobox 3 [Source:HGNC Symbol;Acc:HGNC:13532]"
"TMEM127"	"HGNC:26038"	"transmembrane protein 127 [Source:HGNC Symbol;Acc:HGNC:26038]"
"TMEM135"	"HGNC:26167"	"transmembrane protein 135 [Source:HGNC Symbol;Acc:HGNC:26167]"
"TMEM43"	"HGNC:28472"	"transmembrane protein 43 [Source:HGNC Symbol;Acc:HGNC:28472]"
"TMLHE"	"HGNC:18308"	"trimethyllysine hydroxylase, epsilon [Source:HGNC Symbol;Acc:HGNC:18308]"
"TNNI3"	"HGNC:11947"	"troponin I3, cardiac type [Source:HGNC Symbol;Acc:HGNC:11947]"
"TNNT2"	"HGNC:11949"	"troponin T2, cardiac type [Source:HGNC Symbol;Acc:HGNC:11949]"
"TNRC6B"	"HGNC:29190"	"trinucleotide repeat containing adaptor 6B [Source:HGNC Symbol;Acc:HGNC:29190]"
"TOP3B"	"HGNC:11993"	"DNA topoisomerase III beta [Source:HGNC Symbol;Acc:HGNC:11993]"
"TP53"	"HGNC:11998"	"tumor protein p53 [Source:HGNC Symbol;Acc:HGNC:11998]"
"TP63"	"HGNC:15979"	"tumor protein p63 [Source:HGNC Symbol;Acc:HGNC:15979]"
"TP73"	"HGNC:12003"	"tumor protein p73 [Source:HGNC Symbol;Acc:HGNC:12003]"
"TPM1"	"HGNC:12010"	"tropomyosin 1 [Source:HGNC Symbol;Acc:HGNC:12010]"
"TRAPPC10"	"HGNC:11868"	"trafficking protein particle complex subunit 10 [Source:HGNC Symbol;Acc:HGNC:11868]"
"TRAPPC2"	"HGNC:23068"	"trafficking protein particle complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:23068]"
"TRIO"	"HGNC:12303"	"trio Rho guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:12303]"
"TRIP12"	"HGNC:12306"	"thyroid hormone receptor interactor 12 [Source:HGNC Symbol;Acc:HGNC:12306]"
"TRPS1"	"HGNC:12340"	"transcriptional repressor GATA binding 1 [Source:HGNC Symbol;Acc:HGNC:12340]"
"TRRAP"	"HGNC:12347"	"transformation/transcription domain associated protein [Source:HGNC Symbol;Acc:HGNC:12347]"
"TSC1"	"HGNC:12362"	"TSC complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:12362]"
"TSC2"	"HGNC:12363"	"TSC complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:12363]"
"TSPAN7"	"HGNC:11854"	"tetraspanin 7 [Source:HGNC Symbol;Acc:HGNC:11854]"
"TTN"	"HGNC:12403"	"titin [Source:HGNC Symbol;Acc:HGNC:12403]"
"TUBA1A"	"HGNC:20766"	"tubulin alpha 1a [Source:HGNC Symbol;Acc:HGNC:20766]"
"TUBB3"	"HGNC:20772"	"tubulin beta 3 class III [Source:HGNC Symbol;Acc:HGNC:20772]"
"TUBB4A"	"HGNC:20774"	"tubulin beta 4A class IVa [Source:HGNC Symbol;Acc:HGNC:20774]"
"TWIST1"	"HGNC:12428"	"twist family bHLH transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:12428]"
"UBE2A"	"HGNC:12472"	"ubiquitin conjugating enzyme E2 A [Source:HGNC Symbol;Acc:HGNC:12472]"
"UBE3A"	"HGNC:12496"	"ubiquitin protein ligase E3A [Source:HGNC Symbol;Acc:HGNC:12496]"
"UBN2"	"HGNC:21931"	"ubinuclein 2 [Source:HGNC Symbol;Acc:HGNC:21931]"
"UPF2"	"HGNC:17854"	"UPF2 regulator of nonsense mediated mRNA decay [Source:HGNC Symbol;Acc:HGNC:17854]"
"UPF3B"	"HGNC:20439"	"UPF3B regulator of nonsense mediated mRNA decay [Source:HGNC Symbol;Acc:HGNC:20439]"
"USP9X"	"HGNC:12632"	"ubiquitin specific peptidase 9 X-linked [Source:HGNC Symbol;Acc:HGNC:12632]"
"VAMP7"	"HGNC:11486"	"vesicle associated membrane protein 7 [Source:HGNC Symbol;Acc:HGNC:11486]"
"VCX3A"	"HGNC:18159"	"variable charge X-linked 3A [Source:HGNC Symbol;Acc:HGNC:18159]"
"VHL"	"HGNC:12687"	"von Hippel-Lindau tumor suppressor [Source:HGNC Symbol;Acc:HGNC:12687]"
"VPS26C"	"HGNC:3044"	"VPS26 endosomal protein sorting factor C [Source:HGNC Symbol;Acc:HGNC:3044]"
"WAC"	"HGNC:17327"	"WW domain containing adaptor with coiled-coil [Source:HGNC Symbol;Acc:HGNC:17327]"
"WDR26"	"HGNC:21208"	"WD repeat domain 26 [Source:HGNC Symbol;Acc:HGNC:21208]"
"WDR45"	"HGNC:28912"	"WD repeat domain 45 [Source:HGNC Symbol;Acc:HGNC:28912]"
"WFS1"	"HGNC:12762"	"wolframin ER transmembrane glycoprotein [Source:HGNC Symbol;Acc:HGNC:12762]"
"WT1"	"HGNC:12796"	"WT1 transcription factor [Source:HGNC Symbol;Acc:HGNC:12796]"
