gene	enhancer_Gnocchi	Approved_Symbol	HGNC_ID
CDK12	1.889506534	CDK12	HGNC:24224
NEUROD2	2.6966070560000004	NEUROD2	HGNC:7763
ERBB2	3.487337067	ERBB2	HGNC:3430
PPP1R1B	3.190847362	PPP1R1B	HGNC:9287
STARD3	3.190847362	STARD3	HGNC:17579
PGAP3	3.135640028	PGAP3	HGNC:23719
MIEN1	3.190847362	MIEN1	HGNC:28230
PNMT	2.766051224	PNMT	HGNC:9160
GRB7	3.487337067	GRB7	HGNC:4567
TCAP	3.062845969	TCAP	HGNC:11610
ORMDL3	2.723747603	ORMDL3	HGNC:16038
IKZF3	2.7208779460000003	IKZF3	HGNC:13178
ZPBP2	3.480791592	ZPBP2	HGNC:20678
GSDMB	3.280336633	GSDMB	HGNC:23690
LRRC3C	2.676402313	LRRC3C	HGNC:40034
GSDMA	2.319836618	GSDMA	HGNC:13311
PSMD3	2.480049944	PSMD3	HGNC:9560
MED24	2.480049944	MED24	HGNC:22963
NR1D1	1.933492733	NR1D1	HGNC:7962
RAPGEFL1	2.311693701	RAPGEFL1	HGNC:17428
THRA	0.7662001509	THRA	HGNC:11796
MSL1	2.014733574	MSL1	HGNC:27905
CASC3	-0.6830440036	CASC3	HGNC:17040
WIPF2	1.81261265	WIPF2	HGNC:30923
CDC6	3.061158385	CDC6	HGNC:1744
GJD3	4.09344395	GJD3	HGNC:19147
TOP2A	3.061158385	TOP2A	HGNC:11989
RARA	3.544805255	RARA	HGNC:9864
IGFBP4	2.710458324	IGFBP4	HGNC:5473
TNS4	2.921034783	TNS4	HGNC:24352
CCR7	3.248706802	CCR7	HGNC:1608
KRT222	2.297389152	KRT222	HGNC:28695
KRT24	2.985792804	KRT24	HGNC:18527
SMARCE1	1.89188492	SMARCE1	HGNC:11109
KRT27	1.5481696530000002	KRT27	HGNC:30841
KRT28	1.5481696530000002	KRT28	HGNC:30842
KRT10	1.5481696530000002	KRT10	HGNC:6413
KRT12	1.5249734519999998	KRT12	HGNC:6414
KRT20	2.556484542	KRT20	HGNC:20412
KRT23	2.286198707	KRT23	HGNC:6438
KRT40	-0.2154218367	KRT40	HGNC:26707
KRTAP3-1	2.220985896	KRTAP3-1	HGNC:16778
KRT39	2.220985896	KRT39	HGNC:32971
KRTAP1-5	2.286198707	KRTAP1-5	HGNC:16777
KRTAP4-11	2.286198707	KRTAP4-11	HGNC:18911
KRTAP2-3	3.2545923510000003	KRTAP2-3	HGNC:18906
KRTAP2-1	0.9537464618	KRTAP2-1	HGNC:16775
KRTAP4-9	0.8547007595999999	KRTAP4-9	HGNC:18910
KRTAP1-4	1.111625495	KRTAP1-4	HGNC:18904
KRTAP3-2	1.111625495	KRTAP3-2	HGNC:16779
KRTAP3-3	0.3460404829	KRTAP3-3	HGNC:18890
KRTAP1-3	0.5104162249	KRTAP1-3	HGNC:16771
KRTAP2-4	0.4682576686999999	KRTAP2-4	HGNC:18891
KRTAP2-2	0.4682576686999999	KRTAP2-2	HGNC:18905
KRTAP4-8	-0.03164671485	KRTAP4-8	HGNC:17230
KRTAP4-12	0.6505719486	KRTAP4-12	HGNC:16776
KRTAP4-1	-0.3226660647	KRTAP4-1	HGNC:18907
KRTAP1-1	0.2728291232	KRTAP1-1	HGNC:16772
KRTAP4-6	0.2044005648999999	KRTAP4-6	HGNC:18909
KRTAP4-2	-0.5545230368999999	KRTAP4-2	HGNC:18900
KRTAP4-5	0.2044005648999999	KRTAP4-5	HGNC:18899
KRTAP4-4	-0.8628127286	KRTAP4-4	HGNC:16928
KRT31	3.014960737	KRT31	HGNC:6448
KRTAP16-1	2.246356326	KRTAP16-1	HGNC:18916
KRTAP29-1	-0.0464736066199999	KRTAP29-1	HGNC:34211
KRTAP9-9	0.8547007595999999	KRTAP9-9	HGNC:16773
KRTAP9-7	-0.3226660647	KRTAP9-7	HGNC:18915
KRTAP9-6	0.8547007595999999	KRTAP9-6	HGNC:18914
KRT34	2.132065808	KRT34	HGNC:6452
KRT33A	0.938820097	KRT33A	HGNC:6450
KRT14	4.767824782	KRT14	HGNC:6416
KRT33B	0.6780637313	KRT33B	HGNC:6451
KRTAP17-1	-0.0464736066199999	KRTAP17-1	HGNC:18917
KRT17	2.512531297	KRT17	HGNC:6427
KRT16	4.767824782	KRT16	HGNC:6423
KRT15	3.671460481	KRT15	HGNC:6421
KRT32	0.7716294904000001	KRT32	HGNC:6449
KRT13	1.233508942	KRT13	HGNC:6415
KRT37	1.523966781	KRT37	HGNC:6455
KRT36	0.7716294904000001	KRT36	HGNC:6454
KRT35	0.2799290401	KRT35	HGNC:6453
KRT9	0.7716294904000001	KRT9	HGNC:6447
KRT19	2.512531297	KRT19	HGNC:6436
JUP	3.014960737	JUP	HGNC:6207
EIF1	0.8241699315000001	EIF1	HGNC:3249
GAST	0.8241699315000001	GAST	HGNC:4164
HAP1	1.887878026	HAP1	HGNC:4812
ACLY	0.9940915465	ACLY	HGNC:115
KLHL11	1.882870797	KLHL11	HGNC:19008
NT5C3B	-0.2007091245	NT5C3B	HGNC:28300
FKBP10	1.651424536	FKBP10	HGNC:18169
KLHL10	0.6379380976	KLHL10	HGNC:18829
CNP	2.575274292	CNP	HGNC:2158
ZNF385C	5.550588467000001	ZNF385C	HGNC:33722
DNAJC7	1.42874648	DNAJC7	HGNC:12392
NKIRAS2	0.6848215216	NKIRAS2	HGNC:17898
KAT2A	4.399425929	KAT2A	HGNC:4201
DHX58	3.229225736	DHX58	HGNC:29517
KCNH4	3.077741783	KCNH4	HGNC:6253
RAB5C	0.4861781779999999	RAB5C	HGNC:9785
GHDC	2.914208297	GHDC	HGNC:24438
HCRT	2.530120693	HCRT	HGNC:4847
STAT5B	3.104185552	STAT5B	HGNC:11367
STAT5A	2.914208297	STAT5A	HGNC:11366
STAT3	3.469199129	STAT3	HGNC:11364
PSMC3IP	2.006121502	PSMC3IP	HGNC:17928
ATP6V0A1	3.1557178660000003	ATP6V0A1	HGNC:865
HSD17B1	2.006121502	HSD17B1	HGNC:5210
NAGLU	1.580929086	NAGLU	HGNC:7632
MLX	0.7246730595	MLX	HGNC:11645
COASY	1.699392231	COASY	HGNC:29932
CCR10	1.699392231	CCR10	HGNC:4474
PLEKHH3	1.699392231	PLEKHH3	HGNC:26105
TUBG2	1.699392231	TUBG2	HGNC:12419
CNTNAP1	3.520626463	CNTNAP1	HGNC:8011
EZH1	1.669565866	EZH1	HGNC:3526
COA3	1.7367583080000002	COA3	HGNC:24990
RAMP2	1.773869291	RAMP2	HGNC:9844
WNK4	3.298364437	WNK4	HGNC:14544
AOC2	2.694636357	AOC2	HGNC:549
VPS25	2.589390083	VPS25	HGNC:28122
G6PC	2.6932135880000003	G6PC1	HGNC:4056
CNTD1	2.589390083	CNTD1	HGNC:26847
BECN1	1.606494941	BECN1	HGNC:1034
VAT1	1.552959056	VAT1	HGNC:16919
PSME3	0.9405591064	PSME3	HGNC:9570
AOC3	2.694636357	AOC3	HGNC:550
PTGES3L-AARSD1	0.8819915545999999	PTGES3L-AARSD1	HGNC:43946
IFI35	0.3912500905	IFI35	HGNC:5399
RUNDC1	1.028158139	RUNDC1	HGNC:25418
BRCA1	2.074271454	BRCA1	HGNC:1100
RND2	1.840248143	RND2	HGNC:18315
TMEM106A	1.771771899	TMEM106A	HGNC:28288
NBR1	2.074271454	NBR1	HGNC:6746
ETV4	2.527790696	ETV4	HGNC:3493
ARL4D	2.225390241	ARL4D	HGNC:656
DHX8	3.09568273	DHX8	HGNC:2749
MEOX1	2.059591286	MEOX1	HGNC:7013
DUSP3	3.883980713	DUSP3	HGNC:3069
SOST	3.4953721860000004	SOST	HGNC:13771
MPP3	3.608148718	MPP3	HGNC:7221
MPP2	2.692377478	MPP2	HGNC:7220
TMEM101	2.112992873	TMEM101	HGNC:28653
CD300LG	4.012348635	CD300LG	HGNC:30455
PYY	3.001091577	PYY	HGNC:9748
NAGS	4.012348635	NAGS	HGNC:17996
HDAC5	2.260408318	HDAC5	HGNC:14068
UBTF	-0.7889983522	UBTF	HGNC:12511
C17orf53	2.124928045	HROB	HGNC:28460
ASB16	1.54507395	ASB16	HGNC:19768
TMUB2	0.6135411888000001	TMUB2	HGNC:28459
ATXN7L3	-1.21122828	ATXN7L3	HGNC:25416
G6PC3	-1.440224114	G6PC3	HGNC:24861
ITGA2B	3.010288676	ITGA2B	HGNC:6138
SLC4A1	3.064085669	SLC4A1	HGNC:11027
SLC25A39	-0.5086960695	SLC25A39	HGNC:24279
RUNDC3A	2.220854319	RUNDC3A	HGNC:16984
FAM171A2	2.546403914	FAM171A2	HGNC:30480
GPATCH8	1.4006529580000002	GPATCH8	HGNC:29066
FZD2	3.242197159	FZD2	HGNC:4040
CCDC43	1.64773058	CCDC43	HGNC:26472
DBF4B	4.400334127	DBF4B	HGNC:17883
GJC1	4.320519091	GJC1	HGNC:4280
ADAM11	3.08669924	ADAM11	HGNC:189
GFAP	3.5580980060000003	GFAP	HGNC:4235
HIGD1B	3.08669924	HIGD1B	HGNC:24318
EFTUD2	2.295304198	EFTUD2	HGNC:30858
CCDC103	3.5580980060000003	CCDC103	HGNC:32700
FAM187A	3.5580980060000003	FAM187A	HGNC:35153
KIF18B	2.145007583	KIF18B	HGNC:27102
DCAKD	3.545155877	DCAKD	HGNC:26238
C1QL1	1.789945946	C1QL1	HGNC:24182
NMT1	1.611726931	NMT1	HGNC:7857
PLCD3	2.307437012	PLCD3	HGNC:9061
HEXIM1	2.307437012	HEXIM1	HGNC:24953
SPATA32	3.21601071	SPATA32	HGNC:26349
HEXIM2	1.85010911	HEXIM2	HGNC:28591
ACBD4	1.526776914	ACBD4	HGNC:23337
FMNL1	3.2786217110000004	FMNL1	HGNC:1212
ARHGAP27	4.455035211	ARHGAP27	HGNC:31813
PLEKHM1	3.617752589	PLEKHM1	HGNC:29017
CRHR1	3.681741527	CRHR1	HGNC:2357
SPPL2C	4.40409384	SPPL2C	HGNC:28902
MAPT	3.877626345	MAPT	HGNC:6893
KANSL1	3.469084648	KANSL1	HGNC:24565
WNT3	3.4836213	WNT3	HGNC:12782
WNT9B	3.058579897	WNT9B	HGNC:12779
RPRML	1.680209849	RPRML	HGNC:32422
GOSR2	0.4407772896	GOSR2	HGNC:4431
MYL4	2.699325137	MYL4	HGNC:7585
CDC27	3.48144203	CDC27	HGNC:1728
ITGB3	3.48144203	ITGB3	HGNC:6156
EFCAB13	1.7143179730000002	EFCAB13	HGNC:26864
KPNB1	1.2547845	KPNB1	HGNC:6400
TBKBP1	2.327419738	TBKBP1	HGNC:30140
TBX21	3.671447644	TBX21	HGNC:11599
OSBPL7	3.5317970560000003	OSBPL7	HGNC:16387
SP6	2.813583663	SP6	HGNC:14530
LRRC46	2.726830789	LRRC46	HGNC:25047
SCRN2	2.081270672	SCRN2	HGNC:30381
PRR15L	2.527066412	PRR15L	HGNC:28149
SP2	2.1251050190000003	SP2	HGNC:11207
NFE2L1	3.058745188	NFE2L1	HGNC:7781
PNPO	2.306174776	PNPO	HGNC:30260
CDK5RAP3	2.518473344	CDK5RAP3	HGNC:18673
CBX1	3.76905317	CBX1	HGNC:1551
SNX11	2.011987209	SNX11	HGNC:14975
COPZ2	0.924280075	COPZ2	HGNC:19356
SKAP1	3.37702154	SKAP1	HGNC:15605
HOXB4	3.216793837	HOXB4	HGNC:5115
HOXB9	3.216793837	HOXB9	HGNC:5120
HOXB3	2.75317926	HOXB3	HGNC:5114
HOXB5	2.221780566	HOXB5	HGNC:5116
HOXB6	3.216793837	HOXB6	HGNC:5117
HOXB8	3.216793837	HOXB8	HGNC:5119
HOXB2	3.774230127	HOXB2	HGNC:5113
HOXB1	3.774230127	HOXB1	HGNC:5111
PRAC1	2.306650804	PRAC1	HGNC:30591
HOXB13	1.745784555	HOXB13	HGNC:5112
TTLL6	1.821696234	TTLL6	HGNC:26664
CALCOCO2	2.377734874	CALCOCO2	HGNC:29912
SNF8	1.372546681	SNF8	HGNC:17028
IGF2BP1	2.993135918	IGF2BP1	HGNC:28866
UBE2Z	1.898645085	UBE2Z	HGNC:25847
B4GALNT2	2.21542328	B4GALNT2	HGNC:24136
PHOSPHO1	0.5641981663000001	PHOSPHO1	HGNC:16815
GNGT2	3.3806363910000004	GNGT2	HGNC:4412
ABI3	3.3806363910000004	ABI3	HGNC:29859
ZNF652	2.712563278	ZNF652	HGNC:29147
NGFR	3.989595857	NGFR	HGNC:7809
PHB	1.538370774	PHB1	HGNC:8912
SPOP	4.340899063	SPOP	HGNC:11254
NXPH3	3.188454826	NXPH3	HGNC:8077
SLC35B1	0.1439910293	SLC35B1	HGNC:20798
FAM117A	2.640937548	FAM117A	HGNC:24179
TAC4	5.340424569	TAC4	HGNC:16641
KAT7	5.0011826280000005	KAT7	HGNC:17016
DLX3	5.400619821	DLX3	HGNC:2916
DLX4	5.400619821	DLX4	HGNC:2917
ITGA3	3.653967283	ITGA3	HGNC:6139
PDK2	2.323337759	PDK2	HGNC:8810
SAMD14	2.527025859	SAMD14	HGNC:27312
SGCA	2.878481938	SGCA	HGNC:10805
EME1	1.680352071	EME1	HGNC:24965
COL1A1	3.5051977360000004	COL1A1	HGNC:2197
TMEM92	4.258703156	TMEM92	HGNC:26579
LRRC59	2.663966141	LRRC59	HGNC:28817
XYLT2	3.093743334	XYLT2	HGNC:15517
ACSF2	2.663966141	ACSF2	HGNC:26101
CHAD	1.758503586	CHAD	HGNC:1909
MYCBPAP	1.94816472	MYCBPAP	HGNC:19677
RSAD1	2.506503988	RSAD1	HGNC:25634
EPN3	-3.0205242310000004	EPN3	HGNC:18235
SPATA20	3.423819678	SPATA20	HGNC:26125
ABCC3	2.026325246	ABCC3	HGNC:54
CACNA1G	2.472572383	CACNA1G	HGNC:1394
ANKRD40	1.039274409	ANKRD40	HGNC:28233
LUC7L3	0.9249757674	LUC7L3	HGNC:24309
WFIKKN2	2.678329805	WFIKKN2	HGNC:30916
TOB1	2.826988052	TOB1	HGNC:11979
SPAG9	1.601316919	SPAG9	HGNC:14524
NME2	-1.109452618	NME2	HGNC:7850
NME1-NME2	-1.109452618	NME1-NME2	HGNC:33531
NME1	2.1192111380000003	NME1	HGNC:7849
MBTD1	0.04572503795	MBTD1	HGNC:19866
UTP18	-0.9975725288	UTP18	HGNC:24274
CA10	0.8258781729000001	CA10	HGNC:1369
COX11	0.6825282183	COX11	HGNC:2261
TOM1L1	2.057481354	TOM1L1	HGNC:11983
STXBP4	0.4079002928	STXBP4	HGNC:19694
HLF	2.631077544	HLF	HGNC:4977
MMD	2.685404663	MMD	HGNC:7153
TMEM100	2.737035625	TMEM100	HGNC:25607
PCTP	1.950833785	PCTP	HGNC:8752
ANKFN1	1.845765577	ANKFN1	HGNC:26766
NOG	2.224074132	NOG	HGNC:7866
C17orf67	3.949941684	C17orf67	HGNC:27900
DGKE	2.378590509	DGKE	HGNC:2852
TRIM25	2.926112799	TRIM25	HGNC:12932
SCPEP1	2.012702764	SCPEP1	HGNC:29507
COIL	1.739825405	COIL	HGNC:2184
AKAP1	5.1020496060000005	AKAP1	HGNC:367
MSI2	3.539386449	MSI2	HGNC:18585
CCDC182	3.600806364	CCDC182	HGNC:49392
CUEDC1	5.309114074	CUEDC1	HGNC:31350
VEZF1	3.503573775	VEZF1	HGNC:12949
SRSF1	1.775923076	SRSF1	HGNC:10780
MKS1	3.226173988	MKS1	HGNC:7121
OR4D1	2.754803135	OR4D1	HGNC:8293
HSF5	4.864201317	HSF5	HGNC:26862
OR4D2	3.045050715	OR4D2	HGNC:8294
MPO	3.22241293	MPO	HGNC:7218
EPX	4.864201317	EPX	HGNC:3423
LPO	2.603239884	LPO	HGNC:6678
SUPT4H1	4.335136426	SUPT4H1	HGNC:11467
RNF43	1.848938965	RNF43	HGNC:18505
MTMR4	2.676428676	MTMR4	HGNC:7452
TEX14	3.5936630110000003	TEX14	HGNC:11737
RAD51C	1.543730286	RAD51C	HGNC:9820
PPM1E	2.336546812	PPM1E	HGNC:19322
TRIM37	2.239061705	TRIM37	HGNC:7523
PRR11	3.6965715	PRR11	HGNC:25619
SMG8	3.6965715	SMG8	HGNC:25551
SKA2	1.128999809	SKA2	HGNC:28006
GDPD1	2.654148885	GDPD1	HGNC:20883
YPEL2	3.49122152	YPEL2	HGNC:18326
DHX40	1.732356724	DHX40	HGNC:18018
PTRH2	3.285502681	PTRH2	HGNC:24265
CLTC	3.329891374	CLTC	HGNC:2092
VMP1	3.285502681	VMP1	HGNC:29559
TUBD1	2.506497548	TUBD1	HGNC:16811
HEATR6	3.755479168	HEATR6	HGNC:24076
RNFT1	-0.2414837869	RNFT1	HGNC:30206
CA4	3.110904248	CA4	HGNC:1375
USP32	3.1583622460000003	USP32	HGNC:19143
C17orf64	2.645590981	CHCT1	HGNC:26990
APPBP2	0.2523099543	APPBP2	HGNC:622
PPM1D	2.88069268	PPM1D	HGNC:9277
BCAS3	2.733620696	BCAS3	HGNC:14347
TBX4	9.275583169	TBX4	HGNC:11603
TBX2	6.511864297000001	TBX2	HGNC:11597
NACA2	4.879682962	NACA2	HGNC:23290
BRIP1	4.996373343999999	BRIP1	HGNC:20473
INTS2	3.918960947	INTS2	HGNC:29241
MED13	-1.030407595	MED13	HGNC:22474
EFCAB3	1.180137341	EFCAB3	HGNC:26379
METTL2A	2.9044547260000004	METTL2A	HGNC:25755
TLK2	2.9044547260000004	TLK2	HGNC:11842
MRC2	4.570525162	MRC2	HGNC:16875
MARCH10	4.229786697	MARCHF10	HGNC:26655
TANC2	2.82728286	TANC2	HGNC:30212
CYB561	3.339504893	CYB561	HGNC:2571
ACE	1.81698222	ACE	HGNC:2707
KCNH6	2.630239079	KCNH6	HGNC:18862
DCAF7	0.4505809339	DCAF7	HGNC:30915
LIMD2	1.887515346	LIMD2	HGNC:28142
MAP3K3	4.111257761	MAP3K3	HGNC:6855
TACO1	2.746601504	TACO1	HGNC:24316
GH2	1.165863852	GH2	HGNC:4262
ICAM2	2.362044937	ICAM2	HGNC:5345
DDX42	0.4889432225	DDX42	HGNC:18676
FTSJ3	-1.895686834	FTSJ3	HGNC:17136
SMARCD2	2.0324552380000003	SMARCD2	HGNC:11107
CD79B	3.405696112	CD79B	HGNC:1699
CSH1	-4.052901779	CSH1	HGNC:2440
GH1	1.137034051	GH1	HGNC:4261
CSHL1	-2.607951424	CSHL1	HGNC:2442
SCN4A	1.384895573	SCN4A	HGNC:10591
PSMC5	2.780263942	PSMC5	HGNC:9552
ERN1	3.027635821	ERN1	HGNC:3449
TEX2	3.68016134	TEX2	HGNC:30884
CEP95	-0.3553821121	CEP95	HGNC:25141
POLG2	-0.235112894	POLG2	HGNC:9180
DDX5	-0.235112894	DDX5	HGNC:2746
SMURF2	3.054945264	SMURF2	HGNC:16809
LRRC37A3	2.839174095	LRRC37A3	HGNC:32427
GNA13	2.839174095	GNA13	HGNC:4381
RGS9	2.258997891	RGS9	HGNC:10004
AXIN2	3.317599593	AXIN2	HGNC:904
CEP112	4.198442429	CEP112	HGNC:28514
APOH	3.060799058	APOH	HGNC:616
PRKCA	3.777739778	PRKCA	HGNC:9393
CACNG5	4.101492166	CACNG5	HGNC:1409
CACNG4	4.101492166	CACNG4	HGNC:1408
CACNG1	3.256499355	CACNG1	HGNC:1405
HELZ	2.176771085	HELZ	HGNC:16878
PSMD12	1.5566952530000002	PSMD12	HGNC:9557
PITPNC1	3.994006106	PITPNC1	HGNC:21045
NOL11	2.813758028	NOL11	HGNC:24557
BPTF	2.062681506	BPTF	HGNC:3581
C17orf58	1.679857434	C17orf58	HGNC:27568
KPNA2	1.667923013	KPNA2	HGNC:6395
SLC16A6	4.592163295	SLC16A6	HGNC:10927
ARSG	4.592163295	ARSG	HGNC:24102
WIPI1	3.672771485	WIPI1	HGNC:25471
FAM20A	3.294397435	FAM20A	HGNC:23015
PRKAR1A	2.865715375	PRKAR1A	HGNC:9388
ABCA8	5.725021382	ABCA8	HGNC:38
ABCA9	2.89332178	ABCA9	HGNC:39
ABCA6	2.525387168	ABCA6	HGNC:36
ABCA10	2.525387168	ABCA10	HGNC:30
ABCA5	4.795773711	ABCA5	HGNC:35
MAP2K6	4.22542236	MAP2K6	HGNC:6846
KCNJ16	1.924904795	KCNJ16	HGNC:6262
KCNJ2	2.259681541	KCNJ2	HGNC:6263
SOX9	4.942319196000001	SOX9	HGNC:11204
SLC39A11	3.936462	SLC39A11	HGNC:14463
SSTR2	2.548906365	SSTR2	HGNC:11331
CPSF4L	2.673343902	CPSF4L	HGNC:33632
FAM104A	3.626963015	VCF1	HGNC:25918
CDC42EP4	3.846231599	CDC42EP4	HGNC:17147
COG1	2.61495728	COG1	HGNC:6545
C17orf80	3.626963015	MTNAP1	HGNC:29601
SDK2	6.858045824	SDK2	HGNC:19308
BTBD17	4.050919662	BTBD17	HGNC:33758
TTYH2	4.47339987	TTYH2	HGNC:13877
DNAI2	5.271801583	DNAI2	HGNC:18744
KIF19	5.116773917	KIF19	HGNC:26735
GPR142	2.606849293	GPR142	HGNC:20088
GPRC5C	3.261915722	GPRC5C	HGNC:13309
CD300A	3.768942402	CD300A	HGNC:19319
CD300C	3.318223183	CD300C	HGNC:19320
CD300LB	3.318223183	CD300LB	HGNC:30811
CD300LD	3.768942402	CD300LD	HGNC:16848
RAB37	5.201044378	RAB37	HGNC:30268
CD300E	3.768942402	CD300E	HGNC:28874
CD300LF	4.9996886	CD300LF	HGNC:29883
SLC9A3R1	5.201044378	NHERF1	HGNC:11075
FADS6	2.4004178830000003	FADS6	HGNC:30459
TMEM104	2.896845051	TMEM104	HGNC:25984
GRIN2C	5.854024645	GRIN2C	HGNC:4587
FDXR	3.503534188	FDXR	HGNC:3642
USH1G	4.611593718	USH1G	HGNC:16356
OTOP3	3.640053733	OTOP3	HGNC:19658
HID1	2.966217723	HID1	HGNC:15736
CDR2L	3.596521342	CDR2L	HGNC:29999
KCTD2	2.298580829	KCTD2	HGNC:21294
SLC16A5	3.552495497	SLC16A5	HGNC:10926
NT5C	3.171893321	NT5C	HGNC:17144
NUP85	3.552495497	NUP85	HGNC:8734
ARMC7	4.979109008	ARMC7	HGNC:26168
MIF4GD	2.761131735	MIF4GD	HGNC:24030
GGA3	4.201923001	GGA3	HGNC:17079
SLC25A19	3.736049545	SLC25A19	HGNC:14409
GRB2	2.28997791	GRB2	HGNC:4566
CASKIN2	3.273258752	CASKIN2	HGNC:18200
LLGL2	4.801286771	LLGL2	HGNC:6629
TSEN54	4.198987899	TSEN54	HGNC:27561
SMIM5	3.1433853010000004	SMIM5	HGNC:40030
RECQL5	3.736952105	RECQL5	HGNC:9950
H3F3B	3.1876330260000003	H3-3B	HGNC:4765
SAP30BP	3.5080888260000003	SAP30BP	HGNC:30785
ITGB4	6.22929265	ITGB4	HGNC:6158
GALK1	2.131556416	GALK1	HGNC:4118
ACOX1	2.559156309	ACOX1	HGNC:119
UNC13D	4.426434025	UNC13D	HGNC:23147
UNK	3.1876330260000003	UNK	HGNC:29369
WBP2	4.426434025	WBP2	HGNC:12738
TRIM47	4.426434025	TRIM47	HGNC:19020
TRIM65	3.180821437	TRIM65	HGNC:27316
EVPL	2.880799625	EVPL	HGNC:3503
GALR2	4.667596895	GALR2	HGNC:4133
EXOC7	2.371690311	EXOC7	HGNC:23214
FBF1	4.265027561	FBF1	HGNC:24674
CDK3	4.265027561	CDK3	HGNC:1772
ZACN	4.667596895	ZACN	HGNC:29504
SRP68	4.667596895	SRP68	HGNC:11302
FOXJ1	4.192593276	FOXJ1	HGNC:3816
RNF157	4.657345643	RNF157	HGNC:29402
UBALD2	4.657345643	UBALD2	HGNC:28438
PRPSAP1	4.522911432	PRPSAP1	HGNC:9466
QRICH2	2.248351705	QRICH2	HGNC:25326
SPHK1	3.669238437	SPHK1	HGNC:11240
UBE2O	3.853789592	UBE2O	HGNC:29554
CYGB	4.522911432	CYGB	HGNC:16505
ST6GALNAC1	4.114152869	ST6GALNAC1	HGNC:23614
RHBDF2	3.669238437	RHBDF2	HGNC:20788
PRCD	4.522911432	PRCD	HGNC:32528
AANAT	3.100219212	AANAT	HGNC:19
ST6GALNAC2	4.4566478410000006	ST6GALNAC2	HGNC:10867
METTL23	3.14845134	METTL23	HGNC:26988
MXRA7	4.727862429	MXRA7	HGNC:7541
JMJD6	3.735218224	JMJD6	HGNC:19355
SRSF2	1.32576877	SRSF2	HGNC:10783
MFSD11	1.32576877	MFSD11	HGNC:25458
MGAT5B	5.090096023	MGAT5B	HGNC:24140
SEC14L1	2.834489629	SEC14L1	HGNC:10698
TNRC6C	3.3578991680000003	TNRC6C	HGNC:29318
TMC6	3.656084131	TMC6	HGNC:18021
TMEM235	4.1063586160000005	TMEM235	HGNC:27563
AFMID	4.740539212	AFMID	HGNC:20910
TMC8	2.9801561960000003	TMC8	HGNC:20474
C17orf99	3.779803667	C17orf99	HGNC:34490
SYNGR2	2.60591867	SYNGR2	HGNC:11499
BIRC5	1.871405552	BIRC5	HGNC:593
SOCS3	7.075241362000001	SOCS3	HGNC:19391
PGS1	2.622010338	PGS1	HGNC:30029
DNAH17	2.5421682480000003	DNAH17	HGNC:2946
USP36	5.225043945	USP36	HGNC:20062
CYTH1	5.225043945	CYTH1	HGNC:9501
TIMP2	4.461283068999999	TIMP2	HGNC:11821
LGALS3BP	4.396713229	LGALS3BP	HGNC:6564
CANT1	4.416002079	CANT1	HGNC:19721
C1QTNF1	3.309504322	C1QTNF1	HGNC:14324
ENGASE	4.388245767	ENGASE	HGNC:24622
RBFOX3	4.500315265	RBFOX3	HGNC:27097
CBX8	3.656550887	CBX8	HGNC:15962
CBX2	5.500039318	CBX2	HGNC:1552
ENPP7	5.071281587	ENPP7	HGNC:23764
CBX4	8.357347851	CBX4	HGNC:1554
TBC1D16	6.002019337	TBC1D16	HGNC:28356
CCDC40	6.875626149	CCDC40	HGNC:26090
GAA	3.393843212	GAA	HGNC:4065
EIF4A3	3.892882532	EIF4A3	HGNC:18683
CARD14	1.546146475	CARD14	HGNC:16446
RNF213	3.473458618	RNF213	HGNC:14539
ENDOV	3.123712598	ENDOV	HGNC:26640
NPTX1	3.275492292	NPTX1	HGNC:7952
RPTOR	5.033883689	RPTOR	HGNC:30287
CHMP6	3.03084891	CHMP6	HGNC:25675
BAIAP2	3.03084891	BAIAP2	HGNC:947
AATK	3.83133227	AATK	HGNC:21
SLC38A10	5.014982091	SLC38A10	HGNC:28237
FSCN2	5.014982091	FSCN2	HGNC:3960
ACTG1	4.336968182	ACTG1	HGNC:144
PDE6G	3.736347601	PDE6G	HGNC:8789
NPLOC4	3.736347601	NPLOC4	HGNC:18261
OXLD1	3.147266768	OXLD1	HGNC:27901
TSPAN10	3.834597432	TSPAN10	HGNC:29942
ARL16	3.147266768	ARL16	HGNC:27902
ARHGDIA	3.2742965410000004	ARHGDIA	HGNC:678
HGS	5.401770647999999	HGS	HGNC:4897
CCDC137	3.147266768	CCDC137	HGNC:33451
GCGR	6.490039445	GCGR	HGNC:4192
SLC25A10	7.823642063999999	SLC25A10	HGNC:10980
P4HB	2.665357157	P4HB	HGNC:8548
PPP1R27	3.452322173	PPP1R27	HGNC:16813
PCYT2	5.662435581	PCYT2	HGNC:8756
MYADML2	4.443637596	MYADML2	HGNC:34548
MAFG	3.634001982	MAFG	HGNC:6781
NPB	3.634001982	NPB	HGNC:30099
NOTUM	8.116998933	NOTUM	HGNC:27106
ASPSCR1	5.662435581	ASPSCR1	HGNC:13825
PYCR1	4.219153137	PYCR1	HGNC:9721
DCXR	4.68269617	DCXR	HGNC:18985
RFNG	5.3635728810000005	RFNG	HGNC:9974
FASN	5.3635728810000005	FASN	HGNC:3594
DUS1L	3.151212145	DUS1L	HGNC:30086
GPS1	5.3635728810000005	GPS1	HGNC:4549
CCDC57	3.473926604	CCDC57	HGNC:27564
