gene	transcript	mean_am_pathogenicity_bin	mean_am_pathogenicity	Approved_Symbol	HGNC_ID
MYF5	ENST00000228644	5	0.393463728	MYF5	HGNC:7565
ADIPOQ	ENST00000320741	5	0.393462206	ADIPOQ	HGNC:13633
CMBL	ENST00000296658	5	0.393438048	CMBL	HGNC:25090
NRG1	ENST00000405005	5	0.393427153	NRG1	HGNC:7997
PCSK1N	ENST00000218230	5	0.393425532	PCSK1N	HGNC:17301
GSTCD	ENST00000394728	5	0.393424589	GSTCD	HGNC:25806
MLYCD	ENST00000262430	5	0.393349671	MLYCD	HGNC:7150
LRRC3	ENST00000291592	5	0.393333709	LRRC3	HGNC:14965
ANKS6	ENST00000353234	5	0.393315592	ANKS6	HGNC:26724
MRPL27	ENST00000225969	5	0.393288305	MRPL27	HGNC:14483
GPR157	ENST00000377411	5	0.393272985	GPR157	HGNC:23687
GSTK1	ENST00000358406	5	0.393266073	GSTK1	HGNC:16906
SNUPN	ENST00000564675	5	0.393240532	SNUPN	HGNC:14245
TCF25	ENST00000263346	5	0.393238297	TCF25	HGNC:29181
FARS2	ENST00000274680	5	0.393235123	FARS2	HGNC:21062
GPR155	ENST00000295500	5	0.39320492	GPR155	HGNC:22951
ELP2	ENST00000358232	5	0.393198231	ELP2	HGNC:18248
VPS9D1	ENST00000389386	5	0.393183724	VPS9D1	HGNC:13526
NUDT12	ENST00000230792	5	0.393143952	NUDT12	HGNC:18826
PSD	ENST00000020673	5	0.39312203	PSD	HGNC:9507
CXCR3	ENST00000373693	5	0.39303659	CXCR3	HGNC:4540
CD97	ENST00000242786	5	0.393019476	ADGRE5	HGNC:1711
C1orf35	ENST00000272139	5	0.392970215	C1orf35	HGNC:19032
SLC6A19	ENST00000304460	5	0.392964354	SLC6A19	HGNC:27960
TBC1D2B	ENST00000300584	5	0.39296212	TBC1D2B	HGNC:29183
ATG14	ENST00000247178	5	0.392957217	ATG14	HGNC:19962
CRELD2	ENST00000328268	5	0.392931217	CRELD2	HGNC:28150
SNX8	ENST00000222990	5	0.392903778	SNX8	HGNC:14972
S100A8	ENST00000368733	5	0.392897825	S100A8	HGNC:10498
RELL1	ENST00000454158	5	0.392896205	RELL1	HGNC:27379
OGN	ENST00000262551	5	0.392881955	OGN	HGNC:8126
LACTB2	ENST00000276590	5	0.392875096	LACTB2	HGNC:18512
S100A9	ENST00000368738	5	0.392837964	S100A9	HGNC:10499
MOXD1	ENST00000367963	5	0.392835033	MOXD1	HGNC:21063
RPA3	ENST00000396682	5	0.392814585	RPA3	HGNC:10291
KLHDC4	ENST00000270583	5	0.392811305	KLHDC4	HGNC:25272
CCDC92	ENST00000238156	5	0.392801672	CCDC92	HGNC:29563
SH3PXD2B	ENST00000311601	5	0.392735164	SH3PXD2B	HGNC:29242
FOXI1	ENST00000306268	5	0.392723469	FOXI1	HGNC:3815
SGPL1	ENST00000373202	5	0.392720196	SGPL1	HGNC:10817
ZNF441	ENST00000357901	5	0.392714935	ZNF441	HGNC:20875
RABL6	ENST00000311502	5	0.392710577	RABL6	HGNC:24703
SOX17	ENST00000297316	5	0.392707532	SOX17	HGNC:18122
FASN	ENST00000306749	5	0.39270414	FASN	HGNC:3594
EFCAB2	ENST00000366522	5	0.392687078	EFCAB2	HGNC:28166
TENC1	ENST00000314250	5	0.392669484	TNS2	HGNC:19737
LOXL4	ENST00000260702	5	0.392644816	LOXL4	HGNC:17171
SLAIN1	ENST00000466548	5	0.392639505	SLAIN1	HGNC:26387
ZNF540	ENST00000343599	5	0.392634607	ZNF540	HGNC:25331
GART	ENST00000381815	5	0.392623887	GART	HGNC:4163
PDZRN4	ENST00000402685	5	0.392596683	PDZRN4	HGNC:30552
GEMIN5	ENST00000285873	5	0.392587632	GEMIN5	HGNC:20043
PLBD1	ENST00000240617	5	0.392564269	PLBD1	HGNC:26215
ZNF225	ENST00000590612	5	0.39251274	ZNF225	HGNC:13018
P2RY13	ENST00000325602	5	0.392510386	P2RY13	HGNC:4537
ANTXR2	ENST00000307333	5	0.392501007	ANTXR2	HGNC:21732
ZNF426	ENST00000535489	5	0.392449634	ZNF426	HGNC:20725
FAM135A	ENST00000370479	5	0.39233216	FAM135A	HGNC:21084
ACSS1	ENST00000323482	5	0.392324659	ACSS1	HGNC:16091
CCS	ENST00000533244	5	0.392312957	CCS	HGNC:1613
SYCE3	ENST00000402753	5	0.392308153	SYCE3	HGNC:35245
MPDZ	ENST00000319217	5	0.39229058	MPDZ	HGNC:7208
MYBPH	ENST00000255416	5	0.392282703	MYBPH	HGNC:7552
RASA4	ENST00000262940	5	0.392280063	RASA4	HGNC:23181
RNF222	ENST00000399398	5	0.392259098	RNF222	HGNC:34517
C4orf27	ENST00000393381	5	0.392239895	HPF1	HGNC:26051
ARSB	ENST00000264914	5	0.392235559	ARSB	HGNC:714
CTNNA3	ENST00000433211	5	0.392228774	CTNNA3	HGNC:2511
ZNF593	ENST00000374266	5	0.392217696	ZNF593	HGNC:30943
GZMB	ENST00000216341	5	0.392189657	GZMB	HGNC:4709
DUOX1	ENST00000389037	5	0.392155853	DUOX1	HGNC:3062
ZNF512	ENST00000355467	5	0.392144936	ZNF512	HGNC:29380
ZNF251	ENST00000292562	5	0.392140661	ZNF251	HGNC:13045
BBS2	ENST00000245157	5	0.392126437	BBS2	HGNC:967
TXLNG	ENST00000380122	5	0.392111357	TXLNG	HGNC:18578
SMPDL3B	ENST00000373894	5	0.392100729	SMPDL3B	HGNC:21416
HTR6	ENST00000289753	5	0.392093606	HTR6	HGNC:5301
ALKBH4	ENST00000292566	5	0.392089539	ALKBH4	HGNC:21900
MAN2A1	ENST00000261483	5	0.392032977	MAN2A1	HGNC:6824
UQCC1	ENST00000374385	5	0.392030673	UQCC1	HGNC:15891
ZNF850	ENST00000591344	5	0.39199957	ZNF850	HGNC:27994
CCNB2	ENST00000288207	5	0.391992087	CCNB2	HGNC:1580
HUS1	ENST00000258774	5	0.391990057	HUS1	HGNC:5309
TNFAIP8L2	ENST00000368910	5	0.391988014	TNFAIP8L2	HGNC:26277
FAM69A	ENST00000370310	5	0.391929795	DIPK1A	HGNC:32213
ARHGEF25	ENST00000286494	5	0.391903398	ARHGEF25	HGNC:30275
ZNF528	ENST00000360465	5	0.391878233	ZNF528	HGNC:29384
FGG	ENST00000336098	5	0.3918603	FGG	HGNC:3694
NUDT22	ENST00000279206	5	0.391853196	NUDT22	HGNC:28189
ZC3H14	ENST00000251038	5	0.391847938	ZC3H14	HGNC:20509
TRAF1	ENST00000540010	5	0.391828538	TRAF1	HGNC:12031
TYRP1	ENST00000388918	5	0.391813094	TYRP1	HGNC:12450
ZNF215	ENST00000414517	5	0.391798838	ZNF215	HGNC:13007
MAGED2	ENST00000396224	5	0.391790482	MAGED2	HGNC:16353
MUC20	ENST00000447234	5	0.391787026	MUC20	HGNC:23282
MRPS36	ENST00000256441	5	0.391783453	KGD4	HGNC:16631
FA2H	ENST00000219368	5	0.391776951	FA2H	HGNC:21197
KMT2D	ENST00000301067	5	0.391762805	KMT2D	HGNC:7133
LRRC23	ENST00000443597	5	0.391762008	LRRC23	HGNC:19138
HSPA14	ENST00000378372	5	0.391756136	HSPA14	HGNC:29526
TP53I3	ENST00000335934	5	0.39175299	TP53I3	HGNC:19373
CHST13	ENST00000319340	5	0.391751811	CHST13	HGNC:21755
PRRC2A	ENST00000376007	5	0.391718104	PRRC2A	HGNC:13918
RANBP3	ENST00000340578	5	0.391714176	RANBP3	HGNC:9850
ZNF239	ENST00000426961	5	0.391708837	ZNF239	HGNC:13031
SMPD4	ENST00000409031	5	0.39168099	SMPD4	HGNC:32949
MAGEE1	ENST00000361470	5	0.391641361	MAGEE1	HGNC:24934
ST14	ENST00000278742	5	0.391635823	ST14	HGNC:11344
NUP37	ENST00000251074	5	0.391627327	NUP37	HGNC:29929
SEZ6	ENST00000317338	5	0.391620548	SEZ6	HGNC:15955
TMEM53	ENST00000372237	5	0.391601548	TMEM53	HGNC:26186
GLIS1	ENST00000312233	5	0.391597725	GLIS1	HGNC:29525
MYCL	ENST00000372816	5	0.391557805	MYCL	HGNC:7555
NCKIPSD	ENST00000294129	5	0.391514624	NCKIPSD	HGNC:15486
ALG10B	ENST00000308742	5	0.391513461	ALG10B	HGNC:31088
KCNK13	ENST00000282146	5	0.391483588	KCNK13	HGNC:6275
TAB3	ENST00000378930	5	0.391477805	TAB3	HGNC:30681
MRPL14	ENST00000372014	5	0.391459252	MRPL14	HGNC:14279
FAM115A	ENST00000479870	5	0.391457992	TCAF1	HGNC:22201
KRTAP8-1	ENST00000329621	5	0.391446339	KRTAP8-1	HGNC:18935
SLC9A3R1	ENST00000262613	5	0.391397113	NHERF1	HGNC:11075
LARP6	ENST00000299213	5	0.391390581	LARP6	HGNC:24012
ZNF571	ENST00000358744	5	0.391351557	ZNF571	HGNC:25000
C2orf68	ENST00000306336	5	0.391342755	C2orf68	HGNC:34353
FLVCR1	ENST00000366971	5	0.391310795	FLVCR1	HGNC:24682
ARHGAP32	ENST00000310343	5	0.391240204	ARHGAP32	HGNC:17399
ZNF641	ENST00000301042	5	0.391236201	ZNF641	HGNC:31834
ATXN7L3B	ENST00000519948	5	0.39122305	ATXN7L3B	HGNC:37931
CYP4A11	ENST00000310638	5	0.391211439	CYP4A11	HGNC:2642
SPTLC3	ENST00000399002	5	0.391121585	SPTLC3	HGNC:16253
SMC6	ENST00000402989	5	0.391109165	SMC6	HGNC:20466
SNX15	ENST00000377244	5	0.391102234	SNX15	HGNC:14978
ZNF177	ENST00000434737	5	0.391098052	ZNF177	HGNC:12966
SMC4	ENST00000344722	5	0.391095941	SMC4	HGNC:14013
FUT10	ENST00000327671	5	0.391012561	FUT10	HGNC:19234
DEFB136	ENST00000382209	5	0.391000782	DEFB136	HGNC:34433
MELK	ENST00000298048	5	0.39095609	MELK	HGNC:16870
SPAG6	ENST00000376624	5	0.390951561	SPAG6	HGNC:11215
CBWD1	ENST00000377400	5	0.390920155	ZNG1A	HGNC:17134
MASP1	ENST00000337774	5	0.390905964	MASP1	HGNC:6901
ZNF830	ENST00000361952	5	0.390844827	ZNF830	HGNC:28291
BSDC1	ENST00000455895	5	0.390789784	BSDC1	HGNC:25501
ZNF614	ENST00000270649	5	0.390765748	ZNF614	HGNC:24722
HEPACAM	ENST00000298251	5	0.390759706	HEPACAM	HGNC:26361
WFIKKN1	ENST00000319070	5	0.390746742	WFIKKN1	HGNC:30912
TMPRSS9	ENST00000332578	5	0.390736642	TMPRSS9	HGNC:30079
TRIM26	ENST00000453195	5	0.390712145	TRIM26	HGNC:12962
TMX3	ENST00000299608	5	0.390627066	TMX3	HGNC:24718
TXNDC15	ENST00000358387	5	0.390618814	TXNDC15	HGNC:20652
ZNF343	ENST00000278772	5	0.390591625	ZNF343	HGNC:16017
OR4K13	ENST00000315693	5	0.390589175	OR4K13	HGNC:15351
SDR42E1	ENST00000328945	5	0.39056683	SDR42E1	HGNC:29834
TIGD2	ENST00000317005	5	0.390561911	TIGD2	HGNC:18333
TYROBP	ENST00000262629	5	0.390553012	TYROBP	HGNC:12449
COL14A1	ENST00000297848	5	0.390551377	COL14A1	HGNC:2191
GZMA	ENST00000274306	5	0.39054919	GZMA	HGNC:4708
SDSL	ENST00000345635	5	0.390504969	SDSL	HGNC:30404
TSPYL1	ENST00000368608	5	0.390475391	TSPYL1	HGNC:12382
DPM2	ENST00000314392	5	0.390467368	DPM2	HGNC:3006
JAK3	ENST00000527670	5	0.390458542	JAK3	HGNC:6193
CYP2C18	ENST00000285979	5	0.390399235	CYP2C18	HGNC:2620
ALCAM	ENST00000306107	5	0.390393161	ALCAM	HGNC:400
ARV1	ENST00000310256	5	0.390374357	ARV1	HGNC:29561
CCDC64	ENST00000397558	5	0.390364007	BICDL1	HGNC:28095
ZFPM2	ENST00000407775	5	0.390279189	ZFPM2	HGNC:16700
CLIC5	ENST00000185206	5	0.390264899	CLIC5	HGNC:13517
TRIM7	ENST00000274773	5	0.39025976	TRIM7	HGNC:16278
HYAL2	ENST00000442581	5	0.390235708	HYAL2	HGNC:5321
C17orf67	ENST00000397861	5	0.390200606	C17orf67	HGNC:27900
ZNF687	ENST00000324048	5	0.390193473	ZNF687	HGNC:29277
ABCB10	ENST00000344517	5	0.390182271	ABCB10	HGNC:41
RETN	ENST00000221515	5	0.390174655	RETN	HGNC:20389
SLC45A3	ENST00000367145	5	0.390150988	SLC45A3	HGNC:8642
SLC16A9	ENST00000395347	5	0.390124069	SLC16A9	HGNC:23520
ATOH1	ENST00000306011	5	0.390087013	ATOH1	HGNC:797
ZNF484	ENST00000375495	5	0.390068808	ZNF484	HGNC:23385
FLVCR2	ENST00000238667	5	0.390024682	FLVCR2	HGNC:20105
NDOR1	ENST00000344894	5	0.390004491	NDOR1	HGNC:29838
OSGEPL1	ENST00000522700	5	0.389967265	OSGEPL1	HGNC:23075
YJEFN3	ENST00000514277	5	0.389928191	YJEFN3	HGNC:24785
LYRM4	ENST00000330636	5	0.389920997	LYRM4	HGNC:21365
CLEC2D	ENST00000290855	5	0.38987293	CLEC2D	HGNC:14351
ARMC5	ENST00000268314	5	0.389867566	ARMC5	HGNC:25781
DNASE1L2	ENST00000567494	5	0.389858152	DNASE1L2	HGNC:2958
DNAJC15	ENST00000379221	5	0.389856819	DNAJC15	HGNC:20325
ZNF782	ENST00000535338	5	0.389854387	ZNF782	HGNC:33110
SPEG	ENST00000312358	5	0.38982809	SPEG	HGNC:16901
GDF7	ENST00000272224	5	0.389808213	GDF7	HGNC:4222
ZNF432	ENST00000594154	5	0.389735573	ZNF432	HGNC:20810
SLC16A13	ENST00000308027	5	0.389733458	SLC16A13	HGNC:31037
THUMPD1	ENST00000381337	5	0.389709268	THUMPD1	HGNC:23807
AGMO	ENST00000342526	5	0.38967019	AGMO	HGNC:33784
RGS12	ENST00000336727	5	0.389666824	RGS12	HGNC:9994
SQSTM1	ENST00000389805	5	0.389659416	SQSTM1	HGNC:11280
CHRDL1	ENST00000394797	5	0.389649379	CHRDL1	HGNC:29861
SKAP2	ENST00000345317	5	0.389648937	SKAP2	HGNC:15687
LPXN	ENST00000395074	5	0.389621842	LPXN	HGNC:14061
CPM	ENST00000546373	5	0.389606048	CPM	HGNC:2311
CD5L	ENST00000368174	5	0.389598461	CD5L	HGNC:1690
SETMAR	ENST00000358065	5	0.389580471	SETMAR	HGNC:10762
C17orf59	ENST00000389017	5	0.389566834	BORCS6	HGNC:25939
EXOSC9	ENST00000243498	5	0.389562657	EXOSC9	HGNC:9137
ZNF548	ENST00000366197	5	0.389523583	ZNF548	HGNC:26561
LONRF2	ENST00000393437	5	0.389507674	LONRF2	HGNC:24788
SREBF2	ENST00000361204	5	0.389464454	SREBF2	HGNC:11290
PTGER3	ENST00000351052	5	0.389426548	PTGER3	HGNC:9595
RAMP3	ENST00000481345	5	0.389420785	RAMP3	HGNC:9845
LCOR	ENST00000371097	5	0.38942043	LCOR	HGNC:29503
CRAMP1L	ENST00000293925	5	0.389366996	CRAMP1	HGNC:14122
MMEL1	ENST00000378412	5	0.389361162	MMEL1	HGNC:14668
PSTPIP2	ENST00000409746	5	0.389342431	PSTPIP2	HGNC:9581
APOBEC3B	ENST00000333467	5	0.389324315	APOBEC3B	HGNC:17352
FAM126A	ENST00000432176	5	0.389315245	HYCC1	HGNC:24587
EXTL2	ENST00000370114	5	0.389297384	EXTL2	HGNC:3516
TMEM179	ENST00000556573	5	0.389296154	TMEM179	HGNC:20137
HSD11B1	ENST00000367027	5	0.389253787	HSD11B1	HGNC:5208
ARSF	ENST00000359361	5	0.389239244	ARSF	HGNC:721
CDK5RAP3	ENST00000338399	5	0.389203937	CDK5RAP3	HGNC:18673
CHST5	ENST00000336257	5	0.389201851	CHST5	HGNC:1973
TCFL5	ENST00000335351	5	0.389137563	TCFL5	HGNC:11646
NDUFB3	ENST00000454214	5	0.389137093	NDUFB3	HGNC:7698
GPR141	ENST00000334425	5	0.389107842	GPR141	HGNC:19997
CFI	ENST00000394634	5	0.38907573	CFI	HGNC:5394
PRL	ENST00000306482	5	0.389071344	PRL	HGNC:9445
ZYX	ENST00000322764	5	0.389064803	ZYX	HGNC:13200
TMEM45B	ENST00000524567	5	0.389061196	TMEM45B	HGNC:25194
NFE2	ENST00000553070	5	0.389056857	NFE2	HGNC:7780
DIS3L2	ENST00000409307	5	0.389033423	DIS3L2	HGNC:28648
CHST6	ENST00000390664	5	0.389032075	CHST6	HGNC:6938
ABCA12	ENST00000272895	5	0.389007772	ABCA12	HGNC:14637
DPCD	ENST00000370151	5	0.388995505	DPCD	HGNC:24542
TECPR1	ENST00000447648	5	0.388938483	TECPR1	HGNC:22214
FZD6	ENST00000358755	5	0.388914741	FZD6	HGNC:4044
SENP2	ENST00000296257	5	0.388913341	SENP2	HGNC:23116
TREH	ENST00000264029	5	0.388898484	TREH	HGNC:12266
ZKSCAN4	ENST00000377294	5	0.388893567	ZKSCAN4	HGNC:13854
SLAIN2	ENST00000264313	5	0.388878716	SLAIN2	HGNC:29282
NGFRAP1	ENST00000372635	5	0.388816474	BEX3	HGNC:13388
CLEC2B	ENST00000228438	5	0.388806957	CLEC2B	HGNC:2053
LMF1	ENST00000262301	5	0.388786653	LMF1	HGNC:14154
PHF20	ENST00000374012	5	0.38875875	PHF20	HGNC:16098
HHAT	ENST00000367010	5	0.388728416	HHAT	HGNC:18270
ADD2	ENST00000407644	5	0.388690136	ADD2	HGNC:244
ZNF607	ENST00000355202	5	0.388664792	ZNF607	HGNC:28192
PPCS	ENST00000372561	5	0.388616136	PPCS	HGNC:25686
CCR3	ENST00000395942	5	0.388585901	CCR3	HGNC:1604
ZNF543	ENST00000321545	5	0.388584894	ZNF543	HGNC:25281
TRIT1	ENST00000316891	5	0.388514586	TRIT1	HGNC:20286
FUT2	ENST00000391876	5	0.388444916	FUT2	HGNC:4013
HTR3A	ENST00000504030	5	0.388430251	HTR3A	HGNC:5297
SLC45A2	ENST00000296589	5	0.388422426	SLC45A2	HGNC:16472
FBXO6	ENST00000376753	5	0.388415217	FBXO6	HGNC:13585
TMED8	ENST00000216468	5	0.388385955	TMED8	HGNC:18633
TMEM216	ENST00000515837	5	0.388325809	TMEM216	HGNC:25018
FLT4	ENST00000261937	5	0.388322248	FLT4	HGNC:3767
GPX8	ENST00000503787	5	0.388314735	GPX8	HGNC:33100
ADCK5	ENST00000308860	5	0.388311042	ADCK5	HGNC:21738
MITD1	ENST00000289359	5	0.388256356	MITD1	HGNC:25207
TYMP	ENST00000395678	5	0.388244409	TYMP	HGNC:3148
PANX3	ENST00000284288	5	0.388226808	PANX3	HGNC:20573
WDR6	ENST00000608424	5	0.388218776	WDR6	HGNC:12758
VSIG8	ENST00000368100	5	0.388172436	VSIG8	HGNC:32063
CECR6	ENST00000331437	5	0.388133578	TMEM121B	HGNC:1844
DACT1	ENST00000335867	5	0.388076952	DACT1	HGNC:17748
CD2BP2	ENST00000569466	5	0.388068258	CD2BP2	HGNC:1656
CASP2	ENST00000310447	5	0.387973145	CASP2	HGNC:1503
ZNF678	ENST00000397097	5	0.387961515	ZNF678	HGNC:28652
SLC31A2	ENST00000259392	5	0.38795113	SLC31A2	HGNC:11017
TMEM184A	ENST00000297477	5	0.387946423	TMEM184A	HGNC:28797
ZSCAN12	ENST00000396827	5	0.387941983	ZSCAN12	HGNC:13172
C11orf54	ENST00000354421	5	0.387933346	C11orf54	HGNC:30204
CCDC84	ENST00000334418	5	0.387922525	CENATAC	HGNC:30460
EXOC3L2	ENST00000252482	5	0.387895942	EXOC3L2	HGNC:30162
SLC25A47	ENST00000361529	5	0.387880902	SLC25A47	HGNC:20115
PTPN14	ENST00000366956	5	0.387853394	PTPN14	HGNC:9647
ZNF573	ENST00000536220	5	0.38784463	ZNF573	HGNC:26420
RHPN2	ENST00000254260	5	0.387832886	RHPN2	HGNC:19974
ZNF699	ENST00000308650	5	0.38781756	ZNF699	HGNC:24750
MNT	ENST00000174618	5	0.387815937	MNT	HGNC:7188
CAP2	ENST00000229922	5	0.387776695	CAP2	HGNC:20039
ZNF555	ENST00000334241	5	0.387748197	ZNF555	HGNC:28382
TFPI2	ENST00000222543	5	0.38773671	TFPI2	HGNC:11761
GM2A	ENST00000357164	5	0.387733733	GM2A	HGNC:4367
ZNF836	ENST00000597252	5	0.387719784	ZNF836	HGNC:34333
CMC4	ENST00000369479	5	0.387719544	CMC4	HGNC:35428
LETM1	ENST00000302787	5	0.387707517	LETM1	HGNC:6556
HOXD9	ENST00000249499	5	0.387693502	HOXD9	HGNC:5140
MT1G	ENST00000379811	5	0.387684985	MT1G	HGNC:7399
ITGB7	ENST00000422257	5	0.387683342	ITGB7	HGNC:6162
NEU2	ENST00000233840	5	0.387645009	NEU2	HGNC:7759
PSD2	ENST00000274710	5	0.387644317	PSD2	HGNC:19092
ZSCAN29	ENST00000396976	5	0.387640849	ZSCAN29	HGNC:26673
FER1L6	ENST00000522917	5	0.387635129	FER1L6	HGNC:28065
KIAA1715	ENST00000272748	5	0.387612366	LNPK	HGNC:21610
PLA2G15	ENST00000219345	5	0.38760068	PLA2G15	HGNC:17163
RFNG	ENST00000310496	5	0.387594858	RFNG	HGNC:9974
S1PR5	ENST00000439028	5	0.387593268	S1PR5	HGNC:14299
TRADD	ENST00000345057	5	0.387523027	TRADD	HGNC:12030
VMO1	ENST00000328739	5	0.387497922	VMO1	HGNC:30387
INPP5B	ENST00000373026	5	0.387470155	INPP5B	HGNC:6077
ULK1	ENST00000321867	5	0.38740033	ULK1	HGNC:12558
TDP2	ENST00000378198	5	0.387373528	TDP2	HGNC:17768
FAM222B	ENST00000452648	5	0.387355571	FAM222B	HGNC:25563
MARVELD1	ENST00000285605	5	0.387335351	MARVELD1	HGNC:28674
CACNA2D4	ENST00000382722	5	0.387330807	CACNA2D4	HGNC:20202
SLC25A40	ENST00000341119	5	0.387326743	SLC25A40	HGNC:29680
RNF157	ENST00000269391	5	0.387326494	RNF157	HGNC:29402
ICAM5	ENST00000221980	5	0.387306671	ICAM5	HGNC:5348
SAT2	ENST00000269298	5	0.387293099	SAT2	HGNC:23160
OR51E2	ENST00000396950	5	0.387236873	OR51E2	HGNC:15195
ELFN1	ENST00000561626	5	0.387231232	ELFN1	HGNC:33154
C2orf69	ENST00000319974	5	0.387226885	C2orf69	HGNC:26799
THSD4	ENST00000355327	5	0.387225478	THSD4	HGNC:25835
ZNF792	ENST00000404801	5	0.38704011	ZNF792	HGNC:24751
TTYH1	ENST00000376530	5	0.386998592	TTYH1	HGNC:13476
NIT1	ENST00000368009	5	0.386983222	NIT1	HGNC:7828
HFE2	ENST00000336751	5	0.386929191	HJV	HGNC:4887
TMOD3	ENST00000308580	5	0.386911481	TMOD3	HGNC:11873
MYCT1	ENST00000367245	5	0.386900095	MYCT1	HGNC:23172
OSTM1	ENST00000193322	5	0.386890544	OSTM1	HGNC:21652
ZNF563	ENST00000293725	5	0.386882537	ZNF563	HGNC:30498
SCARB2	ENST00000264896	5	0.386859523	SCARB2	HGNC:1665
OR5M3	ENST00000312240	5	0.386843169	OR5M3	HGNC:14806
EIF2B4	ENST00000347454	5	0.386832988	EIF2B4	HGNC:3260
MRPS2	ENST00000241600	5	0.386826465	MRPS2	HGNC:14495
KXD1	ENST00000602094	5	0.386782692	KXD1	HGNC:28420
FBXO22	ENST00000308275	5	0.386756573	FBXO22	HGNC:13593
BCAT2	ENST00000316273	5	0.38675318	BCAT2	HGNC:977
NPFFR1	ENST00000277942	5	0.38675245	NPFFR1	HGNC:17425
OR56A1	ENST00000316650	5	0.386719995	OR56A1	HGNC:14781
ZC3H12B	ENST00000338957	5	0.386704074	ZC3H12B	HGNC:17407
C3orf83	ENST00000564146	5	0.386692372	MKRN2OS	HGNC:40375
CD28	ENST00000324106	5	0.386671961	CD28	HGNC:1653
RNF149	ENST00000295317	5	0.386660336	RNF149	HGNC:23137
RSPO4	ENST00000217260	5	0.38663479	RSPO4	HGNC:16175
AEBP1	ENST00000223357	5	0.386560879	AEBP1	HGNC:303
FERD3L	ENST00000275461	5	0.38655797	FERD3L	HGNC:16660
NEK10	ENST00000429845	5	0.386496867	NEK10	HGNC:18592
CATSPERB	ENST00000256343	5	0.386479622	CATSPERB	HGNC:20500
TBL3	ENST00000568546	5	0.386398659	TBL3	HGNC:11587
ACAD9	ENST00000308982	5	0.38636143	ACAD9	HGNC:21497
CCDC158	ENST00000388914	5	0.386336405	CCDC158	HGNC:26374
GPR55	ENST00000392039	5	0.386237961	GPR55	HGNC:4511
CDC25A	ENST00000302506	5	0.386230398	CDC25A	HGNC:1725
HSD17B4	ENST00000510025	5	0.386210356	HSD17B4	HGNC:5213
INO80D	ENST00000403263	5	0.386200705	INO80D	HGNC:25997
TTLL12	ENST00000216129	5	0.386183969	TTLL12	HGNC:28974
XRCC6BP1	ENST00000300145	5	0.386180028	ATP23	HGNC:29452
SLC27A2	ENST00000267842	5	0.386179952	SLC27A2	HGNC:10996
NECAB1	ENST00000417640	5	0.386172609	NECAB1	HGNC:20983
SYAP1	ENST00000380155	5	0.386138816	SYAP1	HGNC:16273
HIP1	ENST00000336926	5	0.386135431	HIP1	HGNC:4913
GPR17	ENST00000393018	5	0.386133546	GPR17	HGNC:4471
SPRY3	ENST00000302805	5	0.386128067	SPRY3	HGNC:11271
FIBCD1	ENST00000372338	5	0.386118119	FIBCD1	HGNC:25922
TBX10	ENST00000335385	5	0.386117144	TBX10	HGNC:11593
SULT2A1	ENST00000222002	5	0.386079498	SULT2A1	HGNC:11458
INPP5K	ENST00000421807	5	0.386063944	INPP5K	HGNC:33882
PPP1R1B	ENST00000254079	5	0.386049444	PPP1R1B	HGNC:9287
UPK2	ENST00000264031	5	0.386033299	UPK2	HGNC:12579
MBP	ENST00000580402	5	0.386003316	MBP	HGNC:6925
EBNA1BP2	ENST00000236051	5	0.385991201	EBNA1BP2	HGNC:15531
PARP12	ENST00000263549	5	0.385978528	PARP12	HGNC:21919
SPRY4	ENST00000434127	5	0.385942133	SPRY4	HGNC:15533
LDHD	ENST00000300051	5	0.385939553	LDHD	HGNC:19708
GLIPR1L1	ENST00000378695	5	0.385936883	GLIPR1L1	HGNC:28392
NRL	ENST00000396997	5	0.385921327	NRL	HGNC:8002
RET	ENST00000355710	5	0.385917347	RET	HGNC:9967
GK5	ENST00000392993	5	0.385914652	GK5	HGNC:28635
BMP8B	ENST00000372827	5	0.385905911	BMP8B	HGNC:1075
DCTPP1	ENST00000319285	5	0.385851107	DCTPP1	HGNC:28777
EIF2AK3	ENST00000303236	5	0.385772964	EIF2AK3	HGNC:3255
GTF3C5	ENST00000372097	5	0.385707409	GTF3C5	HGNC:4668
CHMP4C	ENST00000297265	5	0.385674384	CHMP4C	HGNC:30599
SPSB2	ENST00000524270	5	0.3856583	SPSB2	HGNC:29522
ZNF585B	ENST00000532828	5	0.385657439	ZNF585B	HGNC:30948
CHID1	ENST00000436108	5	0.385644046	CHID1	HGNC:28474
REEP4	ENST00000306306	5	0.385636563	REEP4	HGNC:26176
NVL	ENST00000281701	5	0.385620179	NVL	HGNC:8070
UBE2L6	ENST00000287156	5	0.385610977	UBE2L6	HGNC:12490
SNED1	ENST00000310397	5	0.385595726	SNED1	HGNC:24696
LAMP5	ENST00000246070	5	0.385577179	LAMP5	HGNC:16097
GHITM	ENST00000372134	5	0.385561294	GHITM	HGNC:17281
IL10	ENST00000423557	5	0.385558415	IL10	HGNC:5962
ALKBH2	ENST00000429722	5	0.385533084	ALKBH2	HGNC:32487
RASA4B	ENST00000465829	5	0.385505539	RASA4B	HGNC:35202
HIATL2	ENST00000602917	5	0.385502324	MFSD14CP	HGNC:23672
COMT	ENST00000406520	5	0.385494248	COMT	HGNC:2228
