HGNC ID	Status	Approved symbol	Approved name	Previous symbol
HGNC:21404	Approved	LINC01590	long intergenic non-protein coding RNA 1590	C6orf164
HGNC:27819	Approved	LINC01591	long intergenic non-protein coding RNA 1591	
HGNC:51557	Approved	LINC01592	long intergenic non-protein coding RNA 1592	
HGNC:51583	Approved	LINC01593	long intergenic non-protein coding RNA 1593	
HGNC:51584	Approved	LINC01594	long intergenic non-protein coding RNA 1594	
HGNC:51586	Approved	LINC01595	long intergenic non-protein coding RNA 1595	
HGNC:51591	Approved	LINC01596	long intergenic non-protein coding RNA 1596	
HGNC:51594	Approved	LINC01597	long intergenic non-protein coding RNA 1597	
HGNC:27285	Approved	LINC01599	long intergenic non-protein coding RNA 1599	C14orf183
HGNC:21600	Approved	LINC01600	long intergenic non-protein coding RNA 1600	C6orf195
HGNC:51651	Approved	LINC01601	long intergenic non-protein coding RNA 1601	
HGNC:51634	Approved	LINC01602	long intergenic non-protein coding RNA 1602	
HGNC:51652	Approved	LINC01603	long intergenic non-protein coding RNA 1603	
HGNC:51654	Approved	LINC01605	long intergenic non-protein coding RNA 1605	
HGNC:51656	Approved	LINC01606	long intergenic non-protein coding RNA 1606	
HGNC:51660	Approved	LINC01607	long intergenic non-protein coding RNA 1607	
HGNC:51662	Approved	LINC01608	long intergenic non-protein coding RNA 1608	
HGNC:51663	Approved	LINC01609	long intergenic non-protein coding RNA 1609	
HGNC:51676	Approved	LINC01610	long intergenic non-protein coding RNA 1610	
HGNC:51791	Approved	LINC01611	long intergenic non-protein coding RNA 1611	
HGNC:51837	Approved	LINC01612	long intergenic non-protein coding RNA 1612	
HGNC:51842	Approved	LINC01613	long intergenic non-protein coding RNA 1613	
HGNC:51847	Approved	LINC01614	long intergenic non-protein coding RNA 1614	
HGNC:51898	Approved	LINC01615	long intergenic non-protein coding RNA 1615	
HGNC:51900	Approved	LINC01616	long intergenic non-protein coding RNA 1616	
HGNC:30442	Approved	LINC01617	long intergenic non-protein coding RNA 1617	C8orf23
HGNC:30442	Approved	LINC01617	long intergenic non-protein coding RNA 1617	NCRNA00249
HGNC:27195	Approved	LINC01618	long intergenic non-protein coding RNA 1618	
HGNC:27409	Approved	LINC01619	long intergenic non-protein coding RNA 1619	C12orf79
HGNC:16195	Approved	LINC01620	long intergenic non-protein coding RNA 1620	C20orf62
HGNC:14109	Approved	LINC01621	long intergenic non-protein coding RNA 1621	C6orf7
HGNC:27768	Approved	LINC01622	long intergenic non-protein coding RNA 1622	
HGNC:52050	Approved	LINC01623	long intergenic non-protein coding RNA 1623	
HGNC:52051	Approved	LINC01624	long intergenic non-protein coding RNA 1624	
HGNC:52052	Approved	LINC01625	long intergenic non-protein coding RNA 1625	
HGNC:52257	Approved	LINC01626	long intergenic non-protein coding RNA 1626	
HGNC:52258	Approved	LINC01627	long intergenic non-protein coding RNA 1627	
HGNC:52259	Approved	LINC01628	long intergenic non-protein coding RNA 1628	
HGNC:52260	Approved	LINC01629	long intergenic non-protein coding RNA 1629	
HGNC:52295	Approved	LINC01630	long intergenic non-protein coding RNA 1630	
HGNC:52419	Approved	LINC01632	long intergenic non-protein coding RNA 1632	
HGNC:52420	Approved	LINC01633	long intergenic non-protein coding RNA 1633	
HGNC:52421	Approved	LINC01634	long intergenic non-protein coding RNA 1634	
HGNC:52422	Approved	LINC01635	long intergenic non-protein coding RNA 1635	
HGNC:52424	Approved	LINC01637	long intergenic non-protein coding RNA 1637	
HGNC:52425	Approved	LINC01638	long intergenic non-protein coding RNA 1638	
HGNC:52426	Approved	LINC01639	long intergenic non-protein coding RNA 1639	
HGNC:52427	Approved	LINC01640	long intergenic non-protein coding RNA 1640	
HGNC:52428	Approved	LINC01641	long intergenic non-protein coding RNA 1641	
HGNC:52430	Approved	LINC01643	long intergenic non-protein coding RNA 1643	
HGNC:52431	Approved	LINC01644	long intergenic non-protein coding RNA 1644	
HGNC:52432	Approved	LINC01645	long intergenic non-protein coding RNA 1645	
HGNC:52433	Approved	LINC01646	long intergenic non-protein coding RNA 1646	
HGNC:52434	Approved	LINC01647	long intergenic non-protein coding RNA 1647	
HGNC:52435	Approved	LINC01648	long intergenic non-protein coding RNA 1648	
HGNC:52436	Approved	LINC01649	long intergenic non-protein coding RNA 1649	
HGNC:52437	Approved	LINC01650	long intergenic non-protein coding RNA 1650	
HGNC:52439	Approved	LINC01651	long intergenic non-protein coding RNA 1651	
HGNC:52441	Approved	LINC01653	long intergenic non-protein coding RNA 1653	
HGNC:52442	Approved	LINC01654	long intergenic non-protein coding RNA 1654	
HGNC:52443	Approved	LINC01655	long intergenic non-protein coding RNA 1655	
HGNC:52444	Approved	LINC01656	long intergenic non-protein coding RNA 1656	
HGNC:52445	Approved	LINC01657	long intergenic non-protein coding RNA 1657	
HGNC:52447	Approved	LINC01659	long intergenic non-protein coding RNA 1659	
HGNC:52449	Approved	LINC01661	long intergenic non-protein coding RNA 1661	
HGNC:52452	Approved	LINC01664	long intergenic non-protein coding RNA 1664	
HGNC:52453	Approved	LINC01665	long intergenic non-protein coding RNA 1665	
HGNC:52454	Approved	LINC01666	long intergenic non-protein coding RNA 1666	
HGNC:52455	Approved	LINC01667	long intergenic non-protein coding RNA 1667	
HGNC:52456	Approved	LINC01668	long intergenic non-protein coding RNA 1668	
HGNC:52457	Entry Withdrawn	LINC01669	long intergenic non-protein coding RNA 1669	
HGNC:52458	Approved	LINC01670	long intergenic non-protein coding RNA 1670	
HGNC:52459	Approved	LINC01671	long intergenic non-protein coding RNA 1671	
HGNC:52460	Approved	LINC01672	long intergenic non-protein coding RNA 1672	
HGNC:52461	Approved	LINC01673	long intergenic non-protein coding RNA 1673	
HGNC:52462	Approved	LINC01674	long intergenic non-protein coding RNA 1674	
HGNC:52463	Approved	LINC01675	long intergenic non-protein coding RNA 1675	
HGNC:52464	Approved	LINC01676	long intergenic non-protein coding RNA 1676	
HGNC:52465	Approved	LINC01677	long intergenic non-protein coding RNA 1677	
HGNC:52466	Approved	LINC01678	long intergenic non-protein coding RNA 1678	
HGNC:52469	Approved	LINC01679	long intergenic non-protein coding RNA 1679	
HGNC:52467	Approved	LINC01680	long intergenic non-protein coding RNA 1680	
HGNC:52468	Approved	LINC01681	long intergenic non-protein coding RNA 1681	
HGNC:52470	Approved	LINC01682	long intergenic non-protein coding RNA 1682	
HGNC:52471	Approved	LINC01683	long intergenic non-protein coding RNA 1683	
HGNC:52472	Approved	LINC01684	long intergenic non-protein coding RNA 1684	
HGNC:52473	Approved	LINC01685	long intergenic non-protein coding RNA 1685	
HGNC:27643	Approved	LINC01686	long intergenic non-protein coding RNA 1686	
HGNC:52474	Approved	LINC01687	long intergenic non-protein coding RNA 1687	
HGNC:52475	Approved	LINC01688	long intergenic non-protein coding RNA 1688	
HGNC:52476	Approved	LINC01689	long intergenic non-protein coding RNA 1689	
HGNC:52477	Approved	LINC01690	long intergenic non-protein coding RNA 1690	
HGNC:52479	Approved	LINC01691	long intergenic non-protein coding RNA 1691	
HGNC:52480	Approved	LINC01692	long intergenic non-protein coding RNA 1692	
HGNC:52481	Approved	LINC01694	long intergenic non-protein coding RNA 1694	
HGNC:52483	Approved	LINC01695	long intergenic non-protein coding RNA 1695	
HGNC:52484	Approved	LINC01696	long intergenic non-protein coding RNA 1696	
HGNC:52485	Approved	LINC01697	long intergenic non-protein coding RNA 1697	
HGNC:52486	Approved	LINC01698	long intergenic non-protein coding RNA 1698	
HGNC:52487	Approved	LINC01699	long intergenic non-protein coding RNA 1699	
HGNC:52488	Approved	LINC01700	long intergenic non-protein coding RNA 1700	
HGNC:52489	Approved	LINC01701	long intergenic non-protein coding RNA 1701	
HGNC:52490	Approved	LINC01702	long intergenic non-protein coding RNA 1702	
HGNC:52491	Approved	LINC01703	long intergenic non-protein coding RNA 1703	
HGNC:52492	Approved	LINC01704	long intergenic non-protein coding RNA 1704	
HGNC:52493	Approved	LINC01705	long intergenic non-protein coding RNA 1705	
HGNC:52494	Approved	LINC01706	long intergenic non-protein coding RNA 1706	
HGNC:52495	Approved	LINC01707	long intergenic non-protein coding RNA 1707	
HGNC:52496	Approved	LINC01708	long intergenic non-protein coding RNA 1708	
HGNC:52497	Approved	LINC01709	long intergenic non-protein coding RNA 1709	
HGNC:52498	Approved	LINC01710	long intergenic non-protein coding RNA 1710	
HGNC:28663	Approved	LINC01711	long intergenic non-protein coding RNA 1711	
HGNC:52499	Approved	LINC01712	long intergenic non-protein coding RNA 1712	
HGNC:52500	Approved	LINC01713	long intergenic non-protein coding RNA 1713	
HGNC:52501	Approved	LINC01714	long intergenic non-protein coding RNA 1714	
HGNC:52503	Approved	LINC01716	long intergenic non-protein coding RNA 1716	
HGNC:52504	Approved	LINC01717	long intergenic non-protein coding RNA 1717	
HGNC:52505	Approved	LINC01718	long intergenic non-protein coding RNA 1718	
HGNC:52506	Approved	LINC01719	long intergenic non-protein coding RNA 1719	
HGNC:52507	Approved	LINC01720	long intergenic non-protein coding RNA 1720	
HGNC:52508	Approved	LINC01721	long intergenic non-protein coding RNA 1721	
HGNC:52510	Approved	LINC01722	long intergenic non-protein coding RNA 1722	
HGNC:52511	Approved	LINC01723	long intergenic non-protein coding RNA 1723	
HGNC:52512	Approved	LINC01724	long intergenic non-protein coding RNA 1724	
HGNC:52513	Approved	LINC01725	long intergenic non-protein coding RNA 1725	
HGNC:52514	Approved	LINC01726	long intergenic non-protein coding RNA 1726	
HGNC:52515	Approved	LINC01727	long intergenic non-protein coding RNA 1727	
HGNC:52516	Approved	LINC01728	long intergenic non-protein coding RNA 1728	
HGNC:52517	Approved	LINC01729	long intergenic non-protein coding RNA 1729	
HGNC:52518	Approved	LINC01730	long intergenic non-protein coding RNA 1730	
HGNC:52519	Approved	LINC01731	long intergenic non-protein coding RNA 1731	
HGNC:52520	Approved	LINC01732	long intergenic non-protein coding RNA 1732	
HGNC:52521	Approved	LINC01733	long intergenic non-protein coding RNA 1733	
HGNC:52522	Approved	LINC01734	long intergenic non-protein coding RNA 1734	
HGNC:52523	Approved	LINC01735	long intergenic non-protein coding RNA 1735	
HGNC:52524	Approved	LINC01736	long intergenic non-protein coding RNA 1736	
HGNC:52525	Approved	LINC01737	long intergenic non-protein coding RNA 1737	
HGNC:52526	Approved	LINC01738	long intergenic non-protein coding RNA 1738	
HGNC:52527	Approved	LINC01739	long intergenic non-protein coding RNA 1739	
HGNC:52528	Approved	LINC01740	long intergenic non-protein coding RNA 1740	
HGNC:52529	Approved	LINC01741	long intergenic non-protein coding RNA 1741	
HGNC:52530	Approved	LINC01742	long intergenic non-protein coding RNA 1742	
HGNC:52531	Approved	LINC01743	long intergenic non-protein coding RNA 1743	
HGNC:52532	Approved	LINC01744	long intergenic non-protein coding RNA 1744	
HGNC:52533	Approved	LINC01745	long intergenic non-protein coding RNA 1745	
HGNC:52534	Approved	LINC01746	long intergenic non-protein coding RNA 1746	
HGNC:52536	Approved	LINC01747	long intergenic non-protein coding RNA 1747	
HGNC:52535	Approved	LINC01748	long intergenic non-protein coding RNA 1748	
HGNC:52537	Approved	LINC01749	long intergenic non-protein coding RNA 1749	
HGNC:52538	Approved	LINC01750	long intergenic non-protein coding RNA 1750	
HGNC:52539	Approved	LINC01751	long intergenic non-protein coding RNA 1751	
HGNC:52540	Approved	LINC01752	long intergenic non-protein coding RNA 1752	
HGNC:52541	Approved	LINC01753	long intergenic non-protein coding RNA 1753	
HGNC:52542	Approved	LINC01754	long intergenic non-protein coding RNA 1754	
HGNC:52543	Approved	LINC01755	long intergenic non-protein coding RNA 1755	
HGNC:52545	Approved	LINC01756	long intergenic non-protein coding RNA 1756	
HGNC:52546	Approved	LINC01757	long intergenic non-protein coding RNA 1757	
HGNC:52547	Approved	LINC01758	long intergenic non-protein coding RNA 1758	
HGNC:52549	Approved	LINC01760	long intergenic non-protein coding RNA 1760	
HGNC:52551	Approved	LINC01761	long intergenic non-protein coding RNA 1761	
HGNC:52552	Approved	LINC01762	long intergenic non-protein coding RNA 1762	
HGNC:52554	Approved	LINC01763	long intergenic non-protein coding RNA 1763	
HGNC:52555	Approved	LINC01765	long intergenic non-protein coding RNA 1765	
HGNC:52556	Approved	LINC01766	long intergenic non-protein coding RNA 1766	
HGNC:52557	Approved	LINC01767	long intergenic non-protein coding RNA 1767	
HGNC:52558	Approved	LINC01768	long intergenic non-protein coding RNA 1768	
HGNC:52560	Approved	LINC01770	long intergenic non-protein coding RNA 1770	
HGNC:52562	Approved	LINC01772	long intergenic non-protein coding RNA 1772	
HGNC:52563	Approved	LINC01773	long intergenic non-protein coding RNA 1773	
HGNC:52564	Approved	LINC01774	long intergenic non-protein coding RNA 1774	
HGNC:52565	Approved	LINC01775	long intergenic non-protein coding RNA 1775	
HGNC:52566	Approved	LINC01776	long intergenic non-protein coding RNA 1776	
HGNC:52567	Approved	LINC01777	long intergenic non-protein coding RNA 1777	
HGNC:52568	Approved	LINC01778	long intergenic non-protein coding RNA 1778	
HGNC:52569	Approved	LINC01779	long intergenic non-protein coding RNA 1779	
HGNC:52570	Approved	LINC01780	long intergenic non-protein coding RNA 1780	
HGNC:52571	Approved	LINC01781	long intergenic non-protein coding RNA 1781	
HGNC:52572	Approved	LINC01782	long intergenic non-protein coding RNA 1782	
HGNC:52573	Approved	LINC01783	long intergenic non-protein coding RNA 1783	
HGNC:52574	Approved	LINC01784	long intergenic non-protein coding RNA 1784	
HGNC:25060	Approved	LINC01785	long intergenic non-protein coding RNA 1785	
HGNC:52575	Approved	LINC01786	long intergenic non-protein coding RNA 1786	
HGNC:52576	Approved	LINC01787	long intergenic non-protein coding RNA 1787	
HGNC:52577	Approved	LINC01788	long intergenic non-protein coding RNA 1788	
HGNC:52578	Approved	LINC01789	long intergenic non-protein coding RNA 1789	
HGNC:52579	Approved	LINC01790	long intergenic non-protein coding RNA 1790	
HGNC:52581	Approved	LINC01791	long intergenic non-protein coding RNA 1791	
HGNC:52582	Approved	LINC01792	long intergenic non-protein coding RNA 1792	
HGNC:52583	Approved	LINC01793	long intergenic non-protein coding RNA 1793	
HGNC:52584	Approved	LINC01794	long intergenic non-protein coding RNA 1794	
HGNC:52585	Approved	LINC01795	long intergenic non-protein coding RNA 1795	
HGNC:52586	Approved	LINC01796	long intergenic non-protein coding RNA 1796	
HGNC:52587	Approved	LINC01797	long intergenic non-protein coding RNA 1797	
HGNC:52588	Approved	LINC01798	long intergenic non-protein coding RNA 1798	
HGNC:52589	Approved	LINC01799	long intergenic non-protein coding RNA 1799	
HGNC:52590	Approved	LINC01800	long intergenic non-protein coding RNA 1800	
HGNC:52592	Approved	LINC01801	long intergenic non-protein coding RNA 1801	
HGNC:52591	Approved	LINC01802	long intergenic non-protein coding RNA 1802	
HGNC:52595	Approved	LINC01803	long intergenic non-protein coding RNA 1803	
HGNC:52596	Approved	LINC01804	long intergenic non-protein coding RNA 1804	
HGNC:52597	Approved	LINC01805	long intergenic non-protein coding RNA 1805	
HGNC:52599	Approved	LINC01806	long intergenic non-protein coding RNA 1806	
HGNC:52610	Approved	LINC01807	long intergenic non-protein coding RNA 1807	
HGNC:52611	Approved	LINC01808	long intergenic non-protein coding RNA 1808	
HGNC:52612	Approved	LINC01809	long intergenic non-protein coding RNA 1809	
HGNC:52613	Approved	LINC01810	long intergenic non-protein coding RNA 1810	
HGNC:52615	Approved	LINC01811	long intergenic non-protein coding RNA 1811	
HGNC:52616	Approved	LINC01812	long intergenic non-protein coding RNA 1812	
HGNC:52617	Approved	LINC01813	long intergenic non-protein coding RNA 1813	
HGNC:52618	Approved	LINC01814	long intergenic non-protein coding RNA 1814	
HGNC:52619	Approved	LINC01815	long intergenic non-protein coding RNA 1815	
HGNC:52621	Approved	LINC01816	long intergenic non-protein coding RNA 1816	
HGNC:52622	Approved	LINC01817	long intergenic non-protein coding RNA 1817	
HGNC:52623	Approved	LINC01818	long intergenic non-protein coding RNA 1818	
HGNC:52624	Approved	LINC01819	long intergenic non-protein coding RNA 1819	LINC02590
HGNC:52625	Approved	LINC01820	long intergenic non-protein coding RNA 1820	
HGNC:52626	Approved	LINC01821	long intergenic non-protein coding RNA 1821	
HGNC:52627	Approved	LINC01822	long intergenic non-protein coding RNA 1822	
HGNC:52628	Approved	LINC01823	long intergenic non-protein coding RNA 1823	
HGNC:52630	Approved	LINC01824	long intergenic non-protein coding RNA 1824	
HGNC:52631	Approved	LINC01825	long intergenic non-protein coding RNA 1825	
HGNC:52632	Approved	LINC01826	long intergenic non-protein coding RNA 1826	
HGNC:52633	Approved	LINC01827	long intergenic non-protein coding RNA 1827	
HGNC:52634	Approved	LINC01828	long intergenic non-protein coding RNA 1828	
HGNC:52635	Approved	LINC01829	long intergenic non-protein coding RNA 1829	
HGNC:52636	Approved	LINC01830	long intergenic non-protein coding RNA 1830	
HGNC:52637	Approved	LINC01831	long intergenic non-protein coding RNA 1831	
HGNC:52638	Approved	LINC01832	long intergenic non-protein coding RNA 1832	
HGNC:52644	Approved	LINC01833	long intergenic non-protein coding RNA 1833	
HGNC:52648	Approved	LINC01834	long intergenic non-protein coding RNA 1834	
HGNC:52652	Approved	LINC01836	long intergenic non-protein coding RNA 1836	
HGNC:52653	Approved	LINC01837	long intergenic non-protein coding RNA 1837	
HGNC:52654	Approved	LINC01838	long intergenic non-protein coding RNA 1838	
HGNC:41330	Approved	LINC01839	long intergenic non-protein coding RNA 1839	EIF2B5-IT1
HGNC:40209	Approved	LINC01840	long intergenic non-protein coding RNA 1840	EIF2B5-AS1
HGNC:52655	Approved	LINC01841	long intergenic non-protein coding RNA 1841	
HGNC:52656	Approved	LINC01842	long intergenic non-protein coding RNA 1842	
HGNC:52659	Approved	LINC01843	long intergenic non-protein coding RNA 1843	
HGNC:52660	Approved	LINC01844	long intergenic non-protein coding RNA 1844	
HGNC:27747	Approved	LINC01845	long intergenic non-protein coding RNA 1845	
HGNC:52661	Approved	LINC01846	long intergenic non-protein coding RNA 1846	
HGNC:52662	Approved	LINC01847	long intergenic non-protein coding RNA 1847	
HGNC:52663	Approved	LINC01848	long intergenic non-protein coding RNA 1848	
HGNC:52665	Approved	LINC01849	long intergenic non-protein coding RNA 1849	
HGNC:52666	Approved	LINC01850	long intergenic non-protein coding RNA 1850	
HGNC:52667	Approved	LINC01851	long intergenic non-protein coding RNA 1851	
HGNC:52668	Approved	LINC01852	long intergenic non-protein coding RNA 1852	
HGNC:52669	Approved	LINC01853	long intergenic non-protein coding RNA 1853	
HGNC:52670	Approved	LINC01854	long intergenic non-protein coding RNA 1854	
HGNC:52675	Approved	LINC01855	long intergenic non-protein coding RNA 1855	
HGNC:52672	Approved	LINC01856	long intergenic non-protein coding RNA 1856	
HGNC:52673	Approved	LINC01857	long intergenic non-protein coding RNA 1857	
HGNC:52676	Approved	LINC01858	long intergenic non-protein coding RNA 1858	
HGNC:52677	Approved	LINC01859	long intergenic non-protein coding RNA 1859	
HGNC:52680	Approved	LINC01861	long intergenic non-protein coding RNA 1861	
HGNC:52682	Approved	LINC01863	long intergenic non-protein coding RNA 1863	
HGNC:52683	Approved	LINC01864	long intergenic non-protein coding RNA 1864	
HGNC:52684	Approved	LINC01865	long intergenic non-protein coding RNA 1865	
HGNC:52685	Approved	LINC01866	long intergenic non-protein coding RNA 1866	
HGNC:52687	Approved	LINC01867	long intergenic non-protein coding RNA 1867	
HGNC:52688	Approved	LINC01868	long intergenic non-protein coding RNA 1868	
HGNC:52689	Approved	LINC01870	long intergenic non-protein coding RNA 1870	
HGNC:52690	Approved	LINC01871	long intergenic non-protein coding RNA 1871	
HGNC:52691	Approved	LINC01872	long intergenic non-protein coding RNA 1872	
HGNC:52692	Approved	LINC01873	long intergenic non-protein coding RNA 1873	
HGNC:52693	Approved	LINC01874	long intergenic non-protein coding RNA 1874	
HGNC:52694	Approved	LINC01875	long intergenic non-protein coding RNA 1875	
HGNC:52695	Approved	LINC01876	long intergenic non-protein coding RNA 1876	
HGNC:52696	Approved	LINC01877	long intergenic non-protein coding RNA 1877	
HGNC:52697	Approved	LINC01878	long intergenic non-protein coding RNA 1878	
HGNC:52698	Approved	LINC01879	long intergenic non-protein coding RNA 1879	
HGNC:52699	Approved	LINC01880	long intergenic non-protein coding RNA 1880	
HGNC:52700	Approved	LINC01881	long intergenic non-protein coding RNA 1881	
HGNC:52701	Approved	LINC01882	long intergenic non-protein coding RNA 1882	
HGNC:52702	Approved	LINC01883	long intergenic non-protein coding RNA 1883	
HGNC:52703	Approved	LINC01884	long intergenic non-protein coding RNA 1884	
HGNC:52704	Approved	LINC01885	long intergenic non-protein coding RNA 1885	
HGNC:52705	Approved	LINC01886	long intergenic non-protein coding RNA 1886	
HGNC:52706	Approved	LINC01887	long intergenic non-protein coding RNA 1887	
HGNC:52707	Approved	LINC01888	long intergenic non-protein coding RNA 1888	
HGNC:52708	Approved	LINC01889	long intergenic non-protein coding RNA 1889	
HGNC:52709	Approved	LINC01890	long intergenic non-protein coding RNA 1890	
HGNC:52710	Approved	LINC01891	long intergenic non-protein coding RNA 1891	
HGNC:52711	Approved	LINC01892	long intergenic non-protein coding RNA 1892	
HGNC:52712	Approved	LINC01893	long intergenic non-protein coding RNA 1893	
HGNC:52713	Approved	LINC01894	long intergenic non-protein coding RNA 1894	
HGNC:52714	Approved	LINC01895	long intergenic non-protein coding RNA 1895	
HGNC:52715	Approved	LINC01896	long intergenic non-protein coding RNA 1896	
HGNC:52716	Approved	LINC01897	long intergenic non-protein coding RNA 1897	
HGNC:52717	Approved	LINC01898	long intergenic non-protein coding RNA 1898	
HGNC:52718	Approved	LINC01899	long intergenic non-protein coding RNA 1899	
HGNC:52719	Approved	LINC01900	long intergenic non-protein coding RNA 1900	
HGNC:52720	Approved	LINC01901	long intergenic non-protein coding RNA 1901	
HGNC:52721	Approved	LINC01902	long intergenic non-protein coding RNA 1902	
HGNC:52722	Approved	LINC01903	long intergenic non-protein coding RNA 1903	
HGNC:52723	Approved	LINC01904	long intergenic non-protein coding RNA 1904	
HGNC:52724	Approved	LINC01905	long intergenic non-protein coding RNA 1905	
HGNC:52725	Approved	LINC01906	long intergenic non-protein coding RNA 1906	
HGNC:52726	Approved	LINC01907	long intergenic non-protein coding RNA 1907	
HGNC:52727	Approved	LINC01908	long intergenic non-protein coding RNA 1908	
HGNC:52728	Approved	LINC01909	long intergenic non-protein coding RNA 1909	
HGNC:52729	Approved	LINC01910	long intergenic non-protein coding RNA 1910	
HGNC:52730	Approved	LINC01911	long intergenic non-protein coding RNA 1911	
HGNC:52731	Approved	LINC01912	long intergenic non-protein coding RNA 1912	
HGNC:52732	Approved	LINC01913	long intergenic non-protein coding RNA 1913	
HGNC:52733	Approved	LINC01914	long intergenic non-protein coding RNA 1914	
HGNC:52734	Approved	LINC01915	long intergenic non-protein coding RNA 1915	
HGNC:52735	Approved	LINC01916	long intergenic non-protein coding RNA 1916	
HGNC:52736	Approved	LINC01917	long intergenic non-protein coding RNA 1917	
HGNC:52737	Approved	LINC01918	long intergenic non-protein coding RNA 1918	
HGNC:52739	Approved	LINC01919	long intergenic non-protein coding RNA 1919	
HGNC:52738	Approved	LINC01920	long intergenic non-protein coding RNA 1920	
HGNC:52741	Approved	LINC01922	long intergenic non-protein coding RNA 1922	
HGNC:52742	Approved	LINC01923	long intergenic non-protein coding RNA 1923	
HGNC:27600	Approved	LINC01924	long intergenic non-protein coding RNA 1924	
HGNC:52745	Approved	LINC01925	long intergenic non-protein coding RNA 1925	
HGNC:52748	Approved	LINC01926	long intergenic non-protein coding RNA 1926	
HGNC:52749	Approved	LINC01927	long intergenic non-protein coding RNA 1927	
HGNC:52750	Approved	LINC01928	long intergenic non-protein coding RNA 1928	
HGNC:52751	Approved	LINC01929	long intergenic non-protein coding RNA 1929	
HGNC:52744	Approved	LINC01930	long intergenic non-protein coding RNA 1930	
HGNC:52743	Approved	LINC01931	long intergenic non-protein coding RNA 1931	
HGNC:52755	Approved	LINC01932	long intergenic non-protein coding RNA 1932	
HGNC:52756	Approved	LINC01933	long intergenic non-protein coding RNA 1933	
HGNC:52757	Approved	LINC01934	long intergenic non-protein coding RNA 1934	
HGNC:52758	Approved	LINC01935	long intergenic non-protein coding RNA 1935	
HGNC:52759	Approved	LINC01936	long intergenic non-protein coding RNA 1936	
HGNC:52760	Approved	LINC01937	long intergenic non-protein coding RNA 1937	
HGNC:52761	Approved	LINC01938	long intergenic non-protein coding RNA 1938	
HGNC:52762	Approved	LINC01939	long intergenic non-protein coding RNA 1939	
HGNC:52763	Approved	LINC01940	long intergenic non-protein coding RNA 1940	
HGNC:52764	Approved	LINC01941	long intergenic non-protein coding RNA 1941	
HGNC:52766	Approved	LINC01942	long intergenic non-protein coding RNA 1942	
HGNC:52767	Approved	LINC01943	long intergenic non-protein coding RNA 1943	
HGNC:52768	Approved	LINC01944	long intergenic non-protein coding RNA 1944	
HGNC:52769	Approved	LINC01945	long intergenic non-protein coding RNA 1945	
HGNC:52770	Approved	LINC01946	long intergenic non-protein coding RNA 1946	
HGNC:52771	Approved	LINC01947	long intergenic non-protein coding RNA 1947	
HGNC:52772	Approved	LINC01948	long intergenic non-protein coding RNA 1948	
HGNC:25650	Approved	LINC01949	long intergenic non-protein coding RNA 1949	
HGNC:52773	Approved	LINC01950	long intergenic non-protein coding RNA 1950	
HGNC:52774	Approved	LINC01951	long intergenic non-protein coding RNA 1951	
HGNC:52776	Approved	LINC01953	long intergenic non-protein coding RNA 1953	
HGNC:52779	Approved	LINC01954	long intergenic non-protein coding RNA 1954	
HGNC:52780	Approved	LINC01955	long intergenic non-protein coding RNA 1955	
HGNC:52777	Approved	LINC01956	long intergenic non-protein coding RNA 1956	
HGNC:52783	Approved	LINC01957	long intergenic non-protein coding RNA 1957	
HGNC:52784	Approved	LINC01958	long intergenic non-protein coding RNA 1958	
HGNC:52785	Approved	LINC01960	long intergenic non-protein coding RNA 1960	
HGNC:52786	Approved	LINC01961	long intergenic non-protein coding RNA 1961	
HGNC:52787	Approved	LINC01962	long intergenic non-protein coding RNA 1962	
HGNC:25283	Approved	LINC01963	long intergenic non-protein coding RNA 1963	
HGNC:52789	Approved	LINC01964	long intergenic non-protein coding RNA 1964	
HGNC:52790	Approved	LINC01965	long intergenic non-protein coding RNA 1965	
HGNC:52792	Approved	LINC01966	long intergenic non-protein coding RNA 1966	
HGNC:52793	Approved	LINC01967	long intergenic non-protein coding RNA 1967	
HGNC:52794	Approved	LINC01968	long intergenic non-protein coding RNA 1968	
HGNC:52796	Approved	LINC01970	long intergenic non-protein coding RNA 1970	
HGNC:52797	Approved	LINC01971	long intergenic non-protein coding RNA 1971	
HGNC:52798	Approved	LINC01972	long intergenic non-protein coding RNA 1972	
HGNC:52800	Approved	LINC01973	long intergenic non-protein coding RNA 1973	
HGNC:52801	Approved	LINC01974	long intergenic non-protein coding RNA 1974	
HGNC:52802	Approved	LINC01975	long intergenic non-protein coding RNA 1975	
HGNC:52803	Approved	LINC01976	long intergenic non-protein coding RNA 1976	
HGNC:52804	Approved	LINC01977	long intergenic non-protein coding RNA 1977	
HGNC:52806	Approved	LINC01978	long intergenic non-protein coding RNA 1978	
HGNC:52807	Approved	LINC01979	long intergenic non-protein coding RNA 1979	
HGNC:52808	Approved	LINC01980	long intergenic non-protein coding RNA 1980	
HGNC:52809	Approved	LINC01981	long intergenic non-protein coding RNA 1981	
HGNC:52812	Approved	LINC01982	long intergenic non-protein coding RNA 1982	
HGNC:52813	Approved	LINC01983	long intergenic non-protein coding RNA 1983	
HGNC:52814	Entry Withdrawn	LINC01984	long intergenic non-protein coding RNA 1984	
HGNC:52816	Approved	LINC01985	long intergenic non-protein coding RNA 1985	
HGNC:52817	Approved	LINC01986	long intergenic non-protein coding RNA 1986	
HGNC:52819	Approved	LINC01987	long intergenic non-protein coding RNA 1987	
