gene	pHaplo	Approved_Symbol	HGNC_ID
FBXL12	0.149744344564875	FBXL12	HGNC:13611
PRSS21	0.176269601965913	PRSS21	HGNC:9485
NFE2L2	0.453910341642188	NFE2L2	HGNC:7782
GABRA4	0.149429959238009	GABRA4	HGNC:4078
FANCM	0.453886073831793	FANCM	HGNC:23168
ATCAY	0.453788784894383	ATCAY	HGNC:779
C15orf32	0.453782934032576	C15orf32	HGNC:26549
PRELID2	0.453665860800532	PRELID2	HGNC:28306
RAD51	0.19310970437076	RAD51	HGNC:9817
EPHA5	0.293263726859983	EPHA5	HGNC:3389
PLIN4	0.453594881544352	PLIN4	HGNC:29393
TMEM106A	0.142913659298283	TMEM106A	HGNC:28288
NPNT	0.453319960223046	NPNT	HGNC:27405
C2orf74	0.453237088845899	C2orf74	HGNC:34439
KCNH6	0.32892477950748	KCNH6	HGNC:18862
SLC44A3	0.453217853987271	SLC44A3	HGNC:28689
CCDC85B	0.14015506559434	CCDC85B	HGNC:24926
CCL21	0.453164402292689	CCL21	HGNC:10620
RAMP2	0.453161589623108	RAMP2	HGNC:9844
BAAT	0.453118587982327	BAAT	HGNC:932
SLC31A2	0.453076288301167	SLC31A2	HGNC:11017
HSCB	0.332080473365899	HSCB	HGNC:28913
CCDC18	0.453039348887422	CCDC18	HGNC:30370
TIE1	0.274099074367274	TIE1	HGNC:11809
TFF3	0.452985678593589	TFF3	HGNC:11757
COMMD4	0.12291385296825	COMMD4	HGNC:26027
AOC2	0.305309094826953	AOC2	HGNC:549
ZNF775	0.452843375522643	ZNF775	HGNC:28501
KAZALD1	0.416765509246254	KAZALD1	HGNC:25460
DDOST	0.405301042044298	DDOST	HGNC:2728
ZNF787	0.41069212016763	ZNF787	HGNC:26998
TPRX2P	0.175086317080966	TPRX2	HGNC:32175
ST3GAL2	0.45268931427793	ST3GAL2	HGNC:10863
TCTN3	0.452672739863177	TCTN3	HGNC:24519
PTPLAD1	0.342715293824821	HACD3	HGNC:24175
MDK	0.40270477082153	MDK	HGNC:6972
REPIN1	0.452601905147446	REPIN1	HGNC:17922
CSRNP3	0.430548639215164	CSRNP3	HGNC:30729
TRIM16	0.452562440068286	TRIM16	HGNC:17241
CDA	0.452524425291809	CDA	HGNC:1712
AP1G2	0.0995544657978601	AP1G2	HGNC:556
CPNE9	0.37111224855066	CPNE9	HGNC:24336
KRT19	0.452466263506982	KRT19	HGNC:6436
C17orf59	0.231376686109945	BORCS6	HGNC:25939
PGP	0.130021908911181	PGP	HGNC:8909
C10orf71	0.179976475610858	C10orf71	HGNC:26973
NGB	0.452234180484047	NGB	HGNC:14077
CATSPER1	0.180010946509088	CATSPER1	HGNC:17116
OXSM	0.452204801642514	OXSM	HGNC:26063
RPUSD2	0.104666693876414	RPUSD2	HGNC:24180
LRRC2	0.451971221904342	LRRC2	HGNC:14676
IL12RB1	0.118113715068086	IL12RB1	HGNC:5971
FAM184A	0.331506582677595	FAM184A	HGNC:20991
RABGAP1L	0.232723758080354	RABGAP1L	HGNC:24663
UNC5C	0.451882778024958	UNC5C	HGNC:12569
GIPC2	0.413013415925793	GIPC2	HGNC:18177
C1QTNF2	0.451817789239673	C1QTNF2	HGNC:14325
PSME1	0.226534586388582	PSME1	HGNC:9568
P4HTM	0.197193947411649	P4HTM	HGNC:28858
TPPP3	0.250662037267068	TPPP3	HGNC:24162
PCYOX1	0.205849374713256	PCYOX1	HGNC:20588
CCDC53	0.451562136018988	WASHC3	HGNC:24256
HSD17B14	0.1230625994467	HSD17B14	HGNC:23238
BEND6	0.201928110663247	BEND6	HGNC:20871
CETP	0.164704799462601	CETP	HGNC:1869
CCDC180	0.150505490563386	CCDC180	HGNC:29303
MARCH8	0.172270627775475	MARCHF8	HGNC:23356
KLB	0.451480885628187	KLB	HGNC:15527
SYNC	0.45146740857378	SYNC	HGNC:28897
ARHGEF18	0.400107760164661	ARHGEF18	HGNC:17090
KCNK15	0.436964309899008	KCNK15	HGNC:13814
IL37	0.119935202749782	IL37	HGNC:15563
PPP1R32	0.0546065780411762	SAXO4	HGNC:28869
PSTPIP1	0.451182057852378	PSTPIP1	HGNC:9580
TMEM110	0.1404098423801	STIMATE	HGNC:30526
GPM6A	0.450885540328662	GPM6A	HGNC:4460
LCP1	0.450822988798832	LCP1	HGNC:6528
CLSPN	0.450753311877223	CLSPN	HGNC:19715
DPCD	0.450627729921017	DPCD	HGNC:24542
ELMOD3	0.110429790702701	ELMOD3	HGNC:26158
MED22	0.364740640879453	MED22	HGNC:11477
NMB	0.450544280438981	NMB	HGNC:7842
TRIM4	0.266188744382287	TRIM4	HGNC:16275
QSOX1	0.424718004498002	QSOX1	HGNC:9756
ANKS6	0.450139337688204	ANKS6	HGNC:26724
PFDN5	0.111041480683027	PFDN5	HGNC:8869
AAR2	0.144840378005991	AAR2	HGNC:15886
POM121L2	0.449876458377578	POM121L2	HGNC:13973
GANC	0.304373195756327	GANC	HGNC:4139
RHOF	0.449829097839812	RHOF	HGNC:15703
HAPLN4	0.355665448799329	HAPLN4	HGNC:31357
RP1	0.0545027456161877	RP1	HGNC:10263
HN1	0.449468710299046	JPT1	HGNC:14569
COLCA1	0.44936865840737	COLCA1	HGNC:33789
ANKRD35	0.099537138721505	ANKRD35	HGNC:26323
SPECC1L-ADORA2A	0.449251047460667	SPECC1L-ADORA2A	HGNC:49185
FGFBP1	0.449235837513305	FGFBP1	HGNC:19695
C17orf97	0.449179314483815	LIAT1	HGNC:33800
FBXL22	0.449153509584058	FBXL22	HGNC:27537
ENPP7	0.449096708414393	ENPP7	HGNC:23764
UBA5	0.449040965513288	UBA5	HGNC:23230
COPZ1	0.240051335785281	COPZ1	HGNC:2243
LRRC71	0.449012507287833	LRRC71	HGNC:26556
AQP9	0.44900310470659	AQP9	HGNC:643
FLVCR1	0.44893672859897	FLVCR1	HGNC:24682
LCMT2	0.155293909369906	LCMT2	HGNC:17558
KRTAP2-4	0.0905841203079925	KRTAP2-4	HGNC:18891
SLC24A4	0.448849751957305	SLC24A4	HGNC:10978
C17orf70	0.281927300705377	FAAP100	HGNC:26171
F2	0.448818460738187	F2	HGNC:3535
CKMT1A	0.127971507815909	CKMT1A	HGNC:31736
PTS	0.448738230443124	PTS	HGNC:9689
CMTM6	0.448674915268888	CMTM6	HGNC:19177
PPP1R3C	0.448584575849815	PPP1R3C	HGNC:9293
KCTD11	0.330712999875093	KCTD11	HGNC:21302
HTR2B	0.448534054298748	HTR2B	HGNC:5294
RAD54B	0.175868299190677	RAD54B	HGNC:17228
SNX21	0.116216623784112	SNX21	HGNC:16154
MCUR1	0.448414414133896	MCUR1	HGNC:21097
PACRGL	0.448330154067031	PACRGL	HGNC:28442
VASN	0.448300083958189	VASN	HGNC:18517
DCTN6	0.355867147984527	DCTN6	HGNC:16964
TRMT11	0.448264653818037	TRMT11	HGNC:21080
AAGAB	0.448200246543583	AAGAB	HGNC:25662
NDRG2	0.388946536890034	NDRG2	HGNC:14460
ATP6V1G1	0.4481251062097	ATP6V1G1	HGNC:864
TMEM235	0.448121523156225	TMEM235	HGNC:27563
CACNG6	0.448053969473356	CACNG6	HGNC:13625
CIZ1	0.280489000829187	CIZ1	HGNC:16744
FMO1	0.416009276425399	FMO1	HGNC:3769
TADA1	0.394498059045867	TADA1	HGNC:30631
MRPS2	0.447664872821254	MRPS2	HGNC:14495
FAM210B	0.447611449093634	FAM210B	HGNC:16102
SNX16	0.447587948076642	SNX16	HGNC:14980
MPI	0.408561991044254	MPI	HGNC:7216
SLC39A8	0.447467345823775	SLC39A8	HGNC:20862
MYL5	0.447438362749239	MYL5	HGNC:7586
PKN3	0.447413050728245	PKN3	HGNC:17999
CLUL1	0.447402613356347	CLUL1	HGNC:2096
TMF1	0.447341721224486	TMF1	HGNC:11870
CEBPB	0.318019641191795	CEBPB	HGNC:1834
DLL3	0.305024253615505	DLL3	HGNC:2909
CD3D	0.447086053264196	CD3D	HGNC:1673
GPR6	0.447074992946483	GPR6	HGNC:4515
CHRNA10	0.447058242569602	CHRNA10	HGNC:13800
OPA3	0.417975807665377	OPA3	HGNC:8142
C1orf116	0.446998124010906	C1orf116	HGNC:28667
TRMT13	0.418270109428206	TRMT13	HGNC:25502
LY6E	0.39412264799872	LY6E	HGNC:6727
PLAC9	0.257438728463798	PLAC9	HGNC:19255
BMPR1B	0.432527040654591	BMPR1B	HGNC:1077
HAMP	0.367027458513962	HAMP	HGNC:15598
DMRTA1	0.446537718570039	DMRTA1	HGNC:13826
HYAL1	0.446407835369124	HYAL1	HGNC:5320
ASB16	0.134519064906482	ASB16	HGNC:19768
PAX4	0.446323208535617	PAX4	HGNC:8618
EPB41L4A-AS2	0.446272776527358	EPB41L4A-DT	HGNC:25643
GAL3ST2	0.446224289291755	GAL3ST2	HGNC:24869
PLIN1	0.446183751754584	PLIN1	HGNC:9076
TMEM117	0.10917607164656	TMEM117	HGNC:25308
NECAB3	0.124649333264574	NECAB3	HGNC:15851
BST2	0.445977860088354	BST2	HGNC:1119
AANAT	0.445954631981261	AANAT	HGNC:19
RTP2	0.445947095991854	RTP2	HGNC:32486
TTLL6	0.269802003203548	TTLL6	HGNC:26664
NAPEPLD	0.198745834083624	NAPEPLD	HGNC:21683
NOXRED1	0.190034454781797	NOXRED1	HGNC:20487
ARL2BP	0.0854308702455346	ARL2BP	HGNC:17146
NCK2	0.363125865472744	NCK2	HGNC:7665
XIRP1	0.445743312709232	XIRP1	HGNC:14301
ZNF488	0.210617762512202	ZNF488	HGNC:23535
GTF2H3	0.445663603762425	GTF2H3	HGNC:4657
ZNF19	0.142203222468621	ZNF19	HGNC:12981
KL	0.445612788572721	KL	HGNC:6344
SYNPO2L	0.383271463504041	SYNPO2L	HGNC:23532
PKHD1	0.280274978394622	PKHD1	HGNC:9016
MYH1	0.237533713640747	MYH1	HGNC:7567
SYNPO2	0.445479048711264	SYNPO2	HGNC:17732
MPP7	0.244307770382602	MPP7	HGNC:26542
SCN11A	0.343762948115345	SCN11A	HGNC:10583
RAB21	0.223762267246824	RAB21	HGNC:18263
OR7C1	0.0426638843333846	OR7C1	HGNC:8373
LALBA	0.153297023238502	LALBA	HGNC:6480
PDF	0.207498966479312	PDF	HGNC:30012
SLC39A5	0.246221600392792	SLC39A5	HGNC:20502
NHP2	0.445040073633866	NHP2	HGNC:14377
GJA8	0.189392169510087	GJA8	HGNC:4281
RPS29	0.44491693491228	RPS29	HGNC:10419
MTMR11	0.144067416812716	MTMR11	HGNC:24307
SPATA2L	0.444779609404374	SPATA2L	HGNC:28393
SLC7A6OS	0.36483344369545	SLC7A6OS	HGNC:25807
ECHDC2	0.444645519835438	ECHDC2	HGNC:23408
SYCE1L	0.444624281211717	SYCE1L	HGNC:37236
STMND1	0.444470267738925	STMND1	HGNC:44668
INPP5K	0.444353151593911	INPP5K	HGNC:33882
FAM219B	0.253030428230587	FAM219B	HGNC:24695
NT5DC3	0.43905577536843	NT5DC3	HGNC:30826
DNAJC1	0.444087477910044	DNAJC1	HGNC:20090
ZNF484	0.124844184351464	ZNF484	HGNC:23385
TMEM30B	0.444071037448949	TMEM30B	HGNC:27254
ZNF565	0.114064101343917	ZNF565	HGNC:26726
CPED1	0.443949561247809	CPED1	HGNC:26159
ABCA4	0.166650337525142	ABCA4	HGNC:34
APOL3	0.443925696382861	APOL3	HGNC:14868
NME6	0.216136157663021	NME6	HGNC:20567
IMPAD1	0.131402577645195	BPNT2	HGNC:26019
C11orf87	0.443703330034652	C11orf87	HGNC:33788
PCED1B	0.185483645645179	PCED1B	HGNC:28255
LGALS7B	0.271879272847458	LGALS7B	HGNC:34447
RTN1	0.352627759850602	RTN1	HGNC:10467
UBE2D4	0.128241564236696	UBE2D4	HGNC:21647
GRB14	0.44316120019668	GRB14	HGNC:4565
CCDC84	0.443097769617742	CENATAC	HGNC:30460
RPP21	0.113605122991759	RPP21	HGNC:21300
HAUS5	0.108094177136348	HAUS5	HGNC:29130
TANGO2	0.040560546503187	TANGO2	HGNC:25439
LITAF	0.442783733197557	LITAF	HGNC:16841
ATP13A2	0.442742160823664	ATP13A2	HGNC:30213
EYS	0.138681902451687	EYS	HGNC:21555
CRTAP	0.442690209839948	CRTAP	HGNC:2379
SRCRB4D	0.106597366950653	SSC4D	HGNC:14461
NME1	0.270382158251306	NME1	HGNC:7849
HIST2H3C	0.0849014027914959	H3C14	HGNC:20503
KRR1	0.442380259524222	KRR1	HGNC:5176
SCAMP4	0.302578692600576	SCAMP4	HGNC:30385
SFRP4	0.442249600338978	SFRP4	HGNC:10778
GPR162	0.373079507753427	GPR162	HGNC:16693
CD63	0.149281457656758	CD63	HGNC:1692
PTPRCAP	0.144609336646056	PTPRCAP	HGNC:9667
PTDSS2	0.442173739199628	PTDSS2	HGNC:15463
KRT5	0.442115348799241	KRT5	HGNC:6442
AIFM2	0.177042146807155	AIFM2	HGNC:21411
IL4I1	0.442102463564093	IL4I1	HGNC:19094
HOMEZ	0.157279635122961	HOMEZ	HGNC:20164
GALNT12	0.441893779330069	GALNT12	HGNC:19877
LRRN2	0.441625288992801	LRRN2	HGNC:16914
FAM179B	0.441528727979297	TOGARAM1	HGNC:19959
MEDAG	0.342064653847292	MEDAG	HGNC:25926
ZNF330	0.441471595864512	ZNF330	HGNC:15462
ANGPTL4	0.441452384510455	ANGPTL4	HGNC:16039
BSG	0.441398159898886	BSG	HGNC:1116
TRIAP1	0.44137621810451	TRIAP1	HGNC:26937
VPS37C	0.0578740542949309	VPS37C	HGNC:26097
NDUFB3	0.441292253499249	NDUFB3	HGNC:7698
PLEKHO1	0.280528659804633	PLEKHO1	HGNC:24310
IRAK3	0.239227176183233	IRAK3	HGNC:17020
TARS	0.44103471048215	TARS1	HGNC:11572
NOC3L	0.441006574753218	NOC3L	HGNC:24034
CASP10	0.23416763196149	CASP10	HGNC:1500
TTK	0.440919449848766	TTK	HGNC:12401
SLC47A1	0.393863285018869	SLC47A1	HGNC:25588
RIOK3	0.440783351224706	RIOK3	HGNC:11451
PPFIA4	0.440636580208727	PPFIA4	HGNC:9248
PP2D1	0.440620743690037	PP2D1	HGNC:28406
TOMM5	0.203504766762996	TOMM5	HGNC:31369
ZNF721	0.440453327989618	ZNF721	HGNC:29425
ASAH2	0.125595192701703	ASAH2	HGNC:18860
GTF2E2	0.440412052414343	GTF2E2	HGNC:4651
SPR	0.370782643402628	SPR	HGNC:11257
B3GALT4	0.201652877521472	B3GALT4	HGNC:919
SPATA24	0.299282918462471	SPATA24	HGNC:27322
AP1AR	0.440264209628455	AP1AR	HGNC:28808
EDARADD	0.440260407648873	EDARADD	HGNC:14341
SEPN1	0.20888399094722	SELENON	HGNC:15999
NT5C1A	0.440123892272207	NT5C1A	HGNC:17819
TPST1	0.343984098959738	TPST1	HGNC:12020
CCL2	0.439949309925255	CCL2	HGNC:10618
MSRB2	0.283729647898922	MSRB2	HGNC:17061
BGLAP	0.0700922682333093	BGLAP	HGNC:1043
LY6G5B	0.160908185583138	LY6G5B	HGNC:13931
BCAT2	0.261667989471027	BCAT2	HGNC:977
C1orf228	0.281761271273201	ARMH1	HGNC:34345
EXOSC9	0.439511533420339	EXOSC9	HGNC:9137
ARL6IP4	0.108041741089418	ARL6IP4	HGNC:18076
CCDC43	0.129148449024398	CCDC43	HGNC:26472
DEPDC7	0.43940195834548	DEPDC7	HGNC:29899
TMEM52B	0.439370614763807	TMEM52B	HGNC:26438
MSANTD3-TMEFF1	0.405710758880397	MSANTD3-TMEFF1	HGNC:38838
ALKBH4	0.158667484752278	ALKBH4	HGNC:21900
SLC14A1	0.438942169036692	SLC14A1	HGNC:10918
IPCEF1	0.413979221226969	IPCEF1	HGNC:21204
C2orf44	0.438929255966982	WDCP	HGNC:26157
TRIM40	0.140079422173671	TRIM40	HGNC:18736
FADS6	0.438710367031468	FADS6	HGNC:30459
MFAP2	0.438584042683192	MFAP2	HGNC:7033
SLC39A3	0.166261733050048	SLC39A3	HGNC:17128
PDCD2L	0.211789981875393	PDCD2L	HGNC:28194
CCL19	0.438414379913333	CCL19	HGNC:10617
CENPA	0.198317234138481	CENPA	HGNC:1851
CXCR4	0.438278209348317	CXCR4	HGNC:2561
MPND	0.32765470603859	MPND	HGNC:25934
DNAI1	0.43817453805383	DNAI1	HGNC:2954
ISOC2	0.438165498354309	ISOC2	HGNC:26278
DPY30	0.396720256701152	DPY30	HGNC:24590
KRTAP29-1	0.0921169102661618	KRTAP29-1	HGNC:34211
KRT27	0.19756740237669	KRT27	HGNC:30841
ALG6	0.438011671394965	ALG6	HGNC:23157
INMT	0.215992019826641	INMT	HGNC:6069
ZNF587	0.437841936505497	ZNF587	HGNC:30955
ALG3	0.437802648661355	ALG3	HGNC:23056
ALG9	0.437701625471477	ALG9	HGNC:15672
FIS1	0.129579508974058	FIS1	HGNC:21689
COX14	0.0643715216087766	COX14	HGNC:28216
LIPK	0.422207215787871	LIPK	HGNC:23444
NEK8	0.169142273503847	NEK8	HGNC:13387
WDR34	0.437408101566569	DYNC2I2	HGNC:28296
B4GALT7	0.437240545328189	B4GALT7	HGNC:930
KDM4E	0.0933351252288579	KDM4E	HGNC:37098
PGAP1	0.437196340894823	PGAP1	HGNC:25712
BMP8B	0.356780610176445	BMP8B	HGNC:1075
FBXO46	0.437115564754149	FBXO46	HGNC:25069
IRAK2	0.41186301537455	IRAK2	HGNC:6113
TAF1L	0.139059104462977	TAF1L	HGNC:18056
KCNMB1	0.437093242492137	KCNMB1	HGNC:6285
PHKB	0.437081796078665	PHKB	HGNC:8927
PPIAL4B	0.0846579124242841	PPIAL4A	HGNC:24369
MT1X	0.236340256148339	MT1X	HGNC:7405
TGFA	0.4367876480929	TGFA	HGNC:11765
RPL7L1	0.239444253247685	RPL7L1	HGNC:21370
DNAJB14	0.42119324568631	DNAJB14	HGNC:25881
SLC7A10	0.436675262030583	SLC7A10	HGNC:11058
DNAJB9	0.436482380644563	DNAJB9	HGNC:6968
HIST2H3PS2	0.159408455486779	H3-7	HGNC:32060
SLC39A6	0.426887426706619	SLC39A6	HGNC:18607
UBIAD1	0.436252840118576	UBIAD1	HGNC:30791
ACTL8	0.436204704179764	ACTL8	HGNC:24018
NUP62	0.295683559933723	NUP62	HGNC:8066
SLC50A1	0.0732676496196135	SLC50A1	HGNC:30657
ATP1B3	0.436080955355029	ATP1B3	HGNC:806
CDR2	0.435945534338683	CDR2	HGNC:1799
CILP	0.372000422286605	CILP	HGNC:1980
KRT3	0.0987630791196822	KRT3	HGNC:6440
MIXL1	0.435586390557012	MIXL1	HGNC:13363
SMIM12	0.193636204803198	SMIM12	HGNC:25154
PGC	0.292396077305981	PGC	HGNC:8890
CHURC1-FNTB	0.435492683463231	CHURC1-FNTB	HGNC:42960
DCBLD1	0.399540603344444	DCBLD1	HGNC:21479
KRT80	0.257891345702856	KRT80	HGNC:27056
APOBEC3D	0.435339794786193	APOBEC3D	HGNC:17354
RGS7BP	0.435309907018101	RGS7BP	HGNC:23271
TRHR	0.140190555677631	TRHR	HGNC:12299
SOHLH1	0.435132599678273	SOHLH1	HGNC:27845
PLEKHG3	0.435033797508867	PLEKHG3	HGNC:20364
GHITM	0.435011561157434	GHITM	HGNC:17281
PRSS50	0.240869318392737	PRSS50	HGNC:17910
TAF11	0.434938673548139	TAF11	HGNC:11544
EOGT	0.434872871892235	EOGT	HGNC:28526
DSC3	0.434794842355179	DSC3	HGNC:3037
ZNF385A	0.249812355365599	ZNF385A	HGNC:17521
GSDMB	0.220602942231733	GSDMB	HGNC:23690
C15orf40	0.434666992083951	C15orf40	HGNC:28443
HIST2H3D	0.191928169441896	H3C13	HGNC:25311
RAD51D	0.160454585975403	RAD51D	HGNC:9823
EMC6	0.434587919984625	EMC6	HGNC:28430
TP53RK	0.210387229224118	TP53RK	HGNC:16197
SNX8	0.434487846336602	SNX8	HGNC:14972
ASCC1	0.156661041110413	ASCC1	HGNC:24268
LPCAT2	0.43438427552603	LPCAT2	HGNC:26032
GABRA2	0.246129864339611	GABRA2	HGNC:4076
CSF3	0.136172707130518	CSF3	HGNC:2438
SLC2A2	0.434218726387391	SLC2A2	HGNC:11006
GPR27	0.434069980715557	GPR27	HGNC:4482
GABRA5	0.434031773968726	GABRA5	HGNC:4079
GRAP	0.181361945260514	GRAP	HGNC:4562
RINT1	0.433986689006272	RINT1	HGNC:21876
CDKN2D	0.29666800896279	CDKN2D	HGNC:1790
RASL11A	0.267159786623251	RASL11A	HGNC:23802
FBXO10	0.433739554933318	FBXO10	HGNC:13589
LAMA1	0.433725303921143	LAMA1	HGNC:6481
FTSJ2	0.433713837328584	MRM2	HGNC:16352
SLC15A5	0.29745316190081	SLC15A5	HGNC:33455
GUCA2B	0.433528072818944	GUCA2B	HGNC:4683
CBLC	0.433356942553765	CBLC	HGNC:15961
TAPBP	0.283085380006258	TAPBP	HGNC:11566
AUH	0.409438586400773	AUH	HGNC:890
TRAIP	0.265014017893322	TRAIP	HGNC:30764
PPAPDC1B	0.429508807318873	PLPP5	HGNC:25026
ARSI	0.433105969093367	ARSI	HGNC:32521
LINC00346	0.433090639866453	PRECSIT	HGNC:27492
PSTK	0.364627131240059	PSTK	HGNC:28578
CCDC59	0.433068893828983	CCDC59	HGNC:25005
RNASE1	0.136554036493754	RNASE1	HGNC:10044
NMUR1	0.4328979314364	NMUR1	HGNC:4518
GABARAPL3	0.321995015032099	GABARAPL3	HGNC:4069
WDR87	0.432825812128118	WDR87	HGNC:29934
FAU	0.258966397481866	FAU	HGNC:3597
FAM189A2	0.432817991581043	ENTREP1	HGNC:24820
HJURP	0.432778362660008	HJURP	HGNC:25444
CENPJ	0.432765894078892	CENPJ	HGNC:17272
C14orf23	0.432420029542035	LINC01551	HGNC:19828
TXNDC9	0.306253576313029	TXNDC9	HGNC:24110
DSCR8	0.432376451901005	DSCR8	HGNC:16707
C15orf48	0.432375894706224	C15orf48	HGNC:29898
ELF1	0.385518024063736	ELF1	HGNC:3316
PARP3	0.139946607656101	PARP3	HGNC:273
CNGA3	0.0972938174003826	CNGA3	HGNC:2150
TMEM87A	0.432252384593502	TMEM87A	HGNC:24522
LTB4R2	0.120779933575353	LTB4R2	HGNC:19260
SCRN2	0.188844969606399	SCRN2	HGNC:30381
POMT1	0.431984102723958	POMT1	HGNC:9202
TXNRD2	0.0708902819221067	TXNRD2	HGNC:18155
TMEM9	0.258569758923243	TMEM9	HGNC:18823
NUBP1	0.431651216182199	NUBP1	HGNC:8041
AGBL1	0.431545881295651	AGBL1	HGNC:26504
PARVG	0.431540044491376	PARVG	HGNC:14654
THAP8	0.10070798152761	THAP8	HGNC:23191
ENDOU	0.282541688718388	ENDOU	HGNC:14369
TRAPPC4	0.421562318042288	TRAPPC4	HGNC:19943
RALYL	0.250273425755225	RALYL	HGNC:27036
IL19	0.239809988652462	IL19	HGNC:5990
CENPT	0.361396039449666	CENPT	HGNC:25787
GGTLC3	0.0570517404536379	GGTLC3	HGNC:33426
CCDC141	0.431190295004336	CCDC141	HGNC:26821
CASD1	0.385463188063566	CASD1	HGNC:16014
FCHSD1	0.149942376578437	FCHSD1	HGNC:25463
ZNF160	0.431008646572297	ZNF160	HGNC:12948
FAXDC2	0.430944717234139	FAXDC2	HGNC:1334
TNNC2	0.430820581625117	TNNC2	HGNC:11944
ERI2	0.430758017294406	ERI2	HGNC:30541
JTB	0.109786487746006	JTB	HGNC:6201
QRICH2	0.360085304842068	QRICH2	HGNC:25326
NSRP1	0.268100012696698	NSRP1	HGNC:25305
LAMC2	0.43024054998862	LAMC2	HGNC:6493
RAB40C	0.233863531651058	RAB40C	HGNC:18285
UCN	0.263958178057422	UCN	HGNC:12516
RBM34	0.42998651593923	RBM34	HGNC:28965
ACVR1C	0.190119953168553	ACVR1C	HGNC:18123
HIST1H4F	0.429906877351693	H4C6	HGNC:4783
HRH1	0.429780643511855	HRH1	HGNC:5182
KLHDC8B	0.1151547655134	KLHDC8B	HGNC:28557
ADAMTS4	0.285521756892295	ADAMTS4	HGNC:220
MAN1B1	0.390065406457833	MAN1B1	HGNC:6823
GLT8D1	0.252937220777134	GLT8D1	HGNC:24870
MYO3A	0.118889784916571	MYO3A	HGNC:7601
KLHL41	0.301100941450357	KLHL41	HGNC:16905
SNAPC4	0.42960568595943	SNAPC4	HGNC:11137
MYD88	0.40117525075016	MYD88	HGNC:7562
LAT	0.168672808059153	LAT	HGNC:18874
SLC25A32	0.42956252204082	SLC25A32	HGNC:29683
SLC19A2	0.42954819327302	SLC19A2	HGNC:10938
C1orf122	0.307340204022825	C1orf122	HGNC:24789
MDFIC	0.429531172700402	MDFIC	HGNC:28870
TSEN15	0.429526142698949	TSEN15	HGNC:16791
COLGALT2	0.42951328864511	COLGALT2	HGNC:16790
AMACR	0.394110784480938	AMACR	HGNC:451
SYT13	0.327002309376558	SYT13	HGNC:14962
COPG2	0.429000369174486	COPG2	HGNC:2237
ZNF425	0.42899031146875	ZNF425	HGNC:20690
GCKR	0.428944011850031	GCKR	HGNC:4196
STX17	0.428584691322041	STX17	HGNC:11432
CIDEA	0.42857411759518	CIDEA	HGNC:1976
RASSF1	0.27204920170428	RASSF1	HGNC:9882
IFIT3	0.428476117304936	IFIT3	HGNC:5411
CERS1	0.0970662180168808	CERS1	HGNC:14253
FAP	0.428392958641251	FAP	HGNC:3590
AGT	0.428207153806285	AGT	HGNC:333
ORM1	0.428167894521332	ORM1	HGNC:8498
FXYD1	0.285475195878615	FXYD1	HGNC:4025
EXOG	0.428155544417077	EXOG	HGNC:3347
MIA-RAB4B	0.102412296470604	MIA-RAB4B	HGNC:48352
EPB41L5	0.219130936499105	EPB41L5	HGNC:19819
TRIM14	0.358073799228969	TRIM14	HGNC:16283
ZNF778	0.428062476906239	ZNF778	HGNC:26479
RHBDD2	0.151044937297389	RHBDD2	HGNC:23082
EPHX3	0.241428393868197	EPHX3	HGNC:23760
SLC52A3	0.427842898819641	SLC52A3	HGNC:16187
C8B	0.427808781423024	C8B	HGNC:1353
CYP2R1	0.427797213879363	CYP2R1	HGNC:20580
CCNH	0.366180073180557	CCNH	HGNC:1594
MSRB3	0.215884842166273	MSRB3	HGNC:27375
SGOL2	0.427724275163766	SGO2	HGNC:30812
GPATCH11	0.427723690336332	GPATCH11	HGNC:26768
GTF3A	0.427670868199304	GTF3A	HGNC:4662
ZNF547	0.427654576935743	ZNF547	HGNC:26432
CDHR5	0.427649515901422	CDHR5	HGNC:7521
CDO1	0.427637117562524	CDO1	HGNC:1795
GMCL1	0.341073055714528	GMCL1	HGNC:23843
VGLL3	0.427521535043142	VGLL3	HGNC:24327
GRAMD2	0.427486072894344	GRAMD2A	HGNC:27287
LRRC58	0.159248302162841	LRRC58	HGNC:26968
SPDYE2B	0.132298961554342	SPDYE2B	HGNC:48334
TNFRSF10B	0.427344061226928	TNFRSF10B	HGNC:11905
STAB2	0.424495729952087	STAB2	HGNC:18629
ADC	0.245289090842922	AZIN2	HGNC:29957
CDKL3	0.337924103516726	CDKL3	HGNC:15483
SPATA3	0.427232973176684	SPATA3	HGNC:17884
COL6A5	0.129062721163889	COL6A5	HGNC:26674
RNPEP	0.427205434844887	RNPEP	HGNC:10078
C16orf62	0.391976292578907	VPS35L	HGNC:24641
ZNF548	0.427123659162725	ZNF548	HGNC:26561
HIPK4	0.293659859920816	HIPK4	HGNC:19007
ATP5H	0.426924495048564	ATP5PD	HGNC:845
SAP30L	0.426788073067974	SAP30L	HGNC:25663
STAP2	0.367440610915878	STAP2	HGNC:30430
MIS18A	0.426715204828522	MIS18A	HGNC:1286
CRISPLD2	0.426642385393616	CRISPLD2	HGNC:25248
hsa-mir-1199	0.246971403507275	MIR1199	HGNC:50081
SP110	0.426596473967039	SP110	HGNC:5401
XPA	0.390439033545991	XPA	HGNC:12814
