gene	transcript	UniProt_id	mean_am_pathogenicity	mean_am_pathogenicity_bin	exp_lof	mean_phylop	mean_phylop_bin	oe_lof_upper	oe_lof_upper_bin	loeuf_low_powered
MBIP	ENST00000416007	Q9NS73	0.413609912	4	20.243	2.387215853	2	0.899	4	FALSE
NFATC4	ENST00000250373	Q14934	0.413603111	4	33.65	1.688277245	4	0.429	1	FALSE
PID1	ENST00000354069	Q7Z2X4	0.41357579	4	8.171	3.665086746	0	0.949	5	TRUE
TAL2	ENST00000334077	Q16559	0.413568982	4	1.7046	1.695350289	4	1.471	7	TRUE
CYB5R2	ENST00000533558	Q6BCY4	0.413552238	4	13.825	1.528865576	4	1.572	8	FALSE
UBXN4	ENST00000272638	Q92575	0.413532604	4	27.687	1.788033366	4	0.475	2	FALSE
TNS1	ENST00000171887	Q9HBL0	0.413506533	4	73.555	1.796826243	4	0.363	1	FALSE
PATE2	ENST00000358524	Q6UY27	0.413495536	4	5.5124	0.11042317	9	1.736	8	TRUE
C1orf198	ENST00000366663	Q9H425	0.413454035	4	12.946	0.602928996	7	1.016	5	FALSE
SGPP1	ENST00000247225	Q9BX95	0.413438028	4	13.455	1.902621865	3	1.073	5	FALSE
FAM175B	ENST00000298492	Q15018	0.41339873	4	22.035	2.430804014	2	0.597	2	FALSE
LBH	ENST00000395323	Q53QV2	0.413319818	4	4.4017	1.195337534	6	1.63	8	TRUE
GLOD5	ENST00000303227	A6NK44	0.413279696	4	3.4291	1.843775749	3	1.638	8	TRUE
NCAM1	ENST00000316851	P13591	0.413244488	4	46.521	2.942498446	1	0.102	0	FALSE
EVX1	ENST00000496902	P49640	0.413219841	4	11.097	2.185395718	3	1.517	7	FALSE
PDGFRB	ENST00000261799	P09619	0.413211929	4	56.052	1.927734017	3	0.325	1	FALSE
BRD7	ENST00000394688	Q9NPI1	0.41308829	4	35.376	1.287815452	5	0.259	0	FALSE
SUGT1	ENST00000343788	Q9Y2Z0	0.413081325	4	23.091	3.144001722	1	0.455	2	FALSE
AMOTL1	ENST00000433060	Q8IY63	0.413079495	4	46.435	1.073703051	6	0.471	2	FALSE
OXR1	ENST00000442977	Q8N573	0.413044788	4	45.698	3.80633831	0	0.344	1	FALSE
NPBWR2	ENST00000369768	P48146	0.413038777	4	5.9491	1.512049556	4	1.783	9	TRUE
ZNF428	ENST00000300811	Q96B54	0.412983979	4	6.0697	1.193506002	6	0.781	3	TRUE
DNAJC25	ENST00000313525	Q9H1X3	0.412977235	4	15.85	2.245389938	2	1.07	5	FALSE
SULT1B1	ENST00000310613	O43704	0.412974656	4	15.765	0.232288674	8	1.311	7	FALSE
CRYGD	ENST00000264376	P07320	0.412970906	4	7.7539	1.818834782	4	1.504	7	TRUE
LMOD2	ENST00000458573	Q6P5Q4	0.412953817	4	16.834	2.690350771	1	0.857	4	FALSE
TOP3A	ENST00000542570	Q13472	0.412920901	4	47.099	2.705875635	1	0.741	3	FALSE
COQ6	ENST00000334571	Q9Y2Z9	0.412904864	4	24.531	2.782069206	1	1.328	7	FALSE
PTPN23	ENST00000265562	Q9H3S7	0.412822475	4	71.743	2.864757776	1	0.372	1	FALSE
SLC1A5	ENST00000542575	Q15758	0.41281394	4	14.932	1.486688375	5	0.613	2	FALSE
HSD17B6	ENST00000322165	O14756	0.412786395	4	13.111	0.849479556	7	0.591	2	FALSE
DGCR6	ENST00000331444	Q14129	0.412778806	4	11.755	0.22661373	8	1.835	9	FALSE
TBPL2	ENST00000247219	Q6SJ96	0.412769143	4	17.511	2.03831172	3	1.387	7	FALSE
ETV3	ENST00000368192	P41162	0.41275871	4	15.863	1.547399998	4	0.299	1	FALSE
JAM3	ENST00000299106	Q9BX67	0.412746991	4	17.117	0.935578108	6	0.843	4	FALSE
COX6A2	ENST00000287490	Q02221	0.412683621	4	2.6204	0.525903225	8	1.582	8	TRUE
HEBP1	ENST00000014930	Q9NRV9	0.412663804	4	7.664	1.29986465	5	1.758	8	TRUE
FNDC4	ENST00000264703	Q9H6D8	0.412659387	4	11.32	2.174896479	3	0.419	1	FALSE
RGS21	ENST00000417209	Q2M5E4	0.412646204	4	7.698	1.071008325	6	1.648	8	TRUE
NIPAL3	ENST00000374399	Q6P499	0.41264118	4	20.1	0.803753495	7	0.844	4	FALSE
FTMT	ENST00000321339	Q8N4E7	0.412624665	4	6.1487	2.150030613	3	1.459	7	TRUE
GPR18	ENST00000340807	Q14330	0.412616772	4	10.856	2.404382944	2	1.798	9	FALSE
MAN2C1	ENST00000267978	Q9NTJ4	0.412614294	4	58.146	3.231685877	1	1.031	5	FALSE
FDXR	ENST00000293195	P22570	0.412553868	4	26.166	2.58925128	2	0.836	4	FALSE
DHRS9	ENST00000412271	Q9BPW9	0.41254593	4	11.079	1.817811131	4	1.618	8	FALSE
C12orf10	ENST00000267103	Q9HB07	0.412489267	4	21.686	2.965524912	1	1.176	6	FALSE
NANP	ENST00000304788	Q8TBE9	0.412455425	4	8.4796	0.663445413	7	1.528	7	TRUE
PIEZO1	ENST00000301015	Q92508	0.412432907	4	118.44	2.452126741	2	0.581	2	FALSE
MIER3	ENST00000381199	Q7Z3K6	0.412430121	4	27.91	3.247238874	1	0.226	0	FALSE
SAMD12	ENST00000314727	Q8N8I0	0.412397229	4	10.371	1.209148765	5	1.141	6	FALSE
EPHA10	ENST00000373048	Q5JZY3	0.41239025	4	40.474	1.602055311	4	1.286	6	FALSE
UBASH3A	ENST00000319294	P57075	0.412386389	4	32.952	1.726430178	4	0.918	4	FALSE
ACOT9	ENST00000336430	Q9Y305	0.412348484	4	18.797	2.878750086	1	1.164	6	FALSE
PSMB8	ENST00000374882	P28062	0.412334984	4	13.466	2.273655891	2	0.781	3	FALSE
SIKE1	ENST00000060969	Q9BRV8	0.412328341	4	11.051	1.303288698	5	0.702	3	FALSE
KMT2E	ENST00000311117	Q8IZD2	0.412302404	4	78.607	3.368145943	0	0.06	0	FALSE
RRN3	ENST00000198767	Q9NYV6	0.412294373	4	33.786	1.877759099	3	0.648	3	FALSE
CPB1	ENST00000282957	P15086	0.412226019	4	24.844	2.633160591	2	1.633	8	FALSE
NPSR1	ENST00000360581	Q6W5P4	0.412214279	4	21.749	1.83962369	3	1.172	6	FALSE
KRT71	ENST00000267119	Q3SY84	0.412202076	4	21.855	1.522748113	4	0.946	4	FALSE
SLIRP	ENST00000557342	Q9GZT3	0.412200837	4	5.8996	1.557473183	4	1.907	9	TRUE
WDR65	ENST00000372492	Q96MR6	0.412177205	4	62.408	2.897021532	1	0.87	4	FALSE
CBS	ENST00000352178	P35520	0.412171776	4	26.695	2.024512529	3	0.728	3	FALSE
NT5DC1	ENST00000319550	Q5TFE4	0.412123049	4	24.658	0.726292789	7	0.888	4	FALSE
NUP98	ENST00000359171	P52948	0.412102793	4	80.489	3.241306305	1	0.211	0	FALSE
ZBED1	ENST00000381218	O96006	0.412081621	4	20.073	1.648826241	4	0.782	3	FALSE
CXCR5	ENST00000292174	P32302	0.412078099	4	8.6254	0.897778273	6	0.55	2	TRUE
PPM1M	ENST00000296487	Q96MI6	0.412056895	4	13.353	1.339254022	5	0.985	5	FALSE
TVP23A	ENST00000299866	A6NH52	0.412031335	4	15.08	0.606329679	7	1.289	6	FALSE
APOA1	ENST00000236850	P02647	0.412006482	4	8.8182	1.00381577	6	1.338	7	TRUE
TRIM35	ENST00000305364	Q9UPQ4	0.411996805	4	22.426	0.596110284	7	0.7	3	FALSE
ADAMTS9	ENST00000498707	Q9P2N4	0.41199188	4	118.94	3.142025471	1	0.39	1	FALSE
IRAK4	ENST00000551736	Q9NWZ3	0.411922938	4	23.092	2.803165913	1	1.052	5	FALSE
SOX18	ENST00000340356	P35713	0.411906589	4	5.9666	1.232471943	5	1.053	5	TRUE
FAAH2	ENST00000374900	Q6GMR7	0.411903119	4	16.396	1.461175323	5	1.935	9	FALSE
ZNF266	ENST00000592292	Q14584	0.411844921	4	5.3406	-0.551951289	9	1.42	7	TRUE
HOXB3	ENST00000476342	P14651	0.411825428	4	11.602	3.435776949	0	0.409	1	FALSE
CYP4F22	ENST00000601005	Q6NT55	0.411814411	4	26.406	1.543766499	4	0.783	3	FALSE
ASCC1	ENST00000394915	Q8N9N2	0.411807494	4	23.346	2.116315126	3	1.345	7	FALSE
UGT1A6	ENST00000305139	P19224	0.411751251	4	19.431	1.048924685	6	1.064	5	FALSE
HVCN1	ENST00000356742	Q96D96	0.411618721	4	11.772	0.907555878	6	0.535	2	FALSE
HMGCL	ENST00000374490	P35914	0.411599888	4	16.37	2.429883242	2	1.112	5	FALSE
GNAS	ENST00000371100	Q5JWF2	0.411560817	4	38.85	1.798252583	4	0.372	1	FALSE
MTMR8	ENST00000374852	Q96EF0	0.411550218	4	17.578	1.581963539	4	1.84	9	FALSE
MAK	ENST00000474039	P20794	0.411548002	4	33.756	1.857702017	3	1.205	6	FALSE
SPRED3	ENST00000338502	Q2MJR0	0.411542814	4	11.288	0.911711037	6	0.687	3	FALSE
UXT	ENST00000333119	Q9UBK9	0.41153447	4	6.3752	2.008791208	3	0.469	2	TRUE
GDF6	ENST00000287020	Q6KF10	0.411504123	4	13.421	1.908649802	3	0.223	0	FALSE
STATH	ENST00000246895	P02808	0.411356093	4	5.7462	-0.248051554	9	1.808	9	TRUE
CMA1	ENST00000250378	P23946	0.411354222	4	8.4676	0.450155824	8	1.876	9	TRUE
ARVCF	ENST00000263207	O00192	0.411347266	4	39.602	2.495301485	2	0.823	4	FALSE
TMX1	ENST00000457354	Q9H3N1	0.411341434	4	17.617	0.858199954	7	0.819	4	FALSE
MATN1	ENST00000373765	P21941	0.411329163	4	16.498	1.539031029	4	0.797	4	FALSE
GATA1	ENST00000376670	P15976	0.411318226	4	9.3201	1.94733274	3	0.321	1	TRUE
ARAP1	ENST00000393609	Q96P48	0.411295974	4	75.665	2.297786951	2	0.353	1	FALSE
LAMB1	ENST00000222399	P07942	0.411287795	4	104.14	3.333537102	0	0.64	3	FALSE
CRIM1	ENST00000280527	Q9NZV1	0.411285832	4	49.823	3.26559186	1	0.238	0	FALSE
NCAM2	ENST00000400546	O15394	0.411274673	4	42.422	1.751573205	4	0.4	1	FALSE
SNX16	ENST00000396330	P57768	0.411254929	4	14.831	1.549736619	4	1.624	8	FALSE
UBAC1	ENST00000371756	Q9BSL1	0.41120339	4	19.373	2.672133923	1	0.745	3	FALSE
PCYOX1L	ENST00000274569	Q8NBM8	0.411166508	4	19.29	2.278805017	2	1.322	7	FALSE
CHRNB4	ENST00000261751	P30926	0.411142072	4	18.806	2.09905839	3	0.559	2	FALSE
MRPL23	ENST00000397298	Q16540	0.411125817	4	6.6419	1.383836627	5	1.931	9	TRUE
AP4B1	ENST00000256658	Q9Y6B7	0.411094617	4	35.137	2.925217152	1	0.827	4	FALSE
CYP17A1	ENST00000369887	P05093	0.411090039	4	19.229	2.220516443	2	0.817	4	FALSE
PDZD8	ENST00000334464	Q8NEN9	0.411064169	4	38.156	1.624935627	4	0.203	0	FALSE
ZNF671	ENST00000317398	Q8TAW3	0.411022247	4	7.7153	-0.754946947	9	1.881	9	TRUE
MPV17L	ENST00000396385	Q2QL34	0.411014099	4	8.3299	0.239328146	8	1.767	8	TRUE
IRX1	ENST00000302006	P78414	0.411007656	4	12.294	2.738865376	1	1.069	5	FALSE
GGACT	ENST00000376250	Q9BVM4	0.410999992	4	2.9065	0.643575609	7	1.919	9	TRUE
NDUFB8	ENST00000299166	O95169	0.410913702	4	10.697	3.085103273	1	0.983	5	FALSE
MCEE	ENST00000244217	Q96PE7	0.410887149	4	5.6912	2.16018939	3	1.344	7	TRUE
POSTN	ENST00000379747	Q15063	0.410837919	4	43.321	2.989681244	1	0.725	3	FALSE
PLA2G2A	ENST00000375111	P14555	0.410817483	4	4.7993	-0.273919582	9	1.292	6	TRUE
LDLR	ENST00000558518	P01130	0.4108111	4	45.152	1.776009321	4	1.128	6	FALSE
CDKN2A	ENST00000304494	P42771	0.410791964	4	4.2248	0.194857135	8	1.112	5	TRUE
TBX6	ENST00000279386	O95947	0.410724234	4	19.104	1.485202193	5	0.688	3	FALSE
ZC3HAV1L	ENST00000275766	Q96H79	0.410694587	4	10.156	0.36085844	8	1.165	6	FALSE
FAM13B	ENST00000033079	Q9NYF5	0.410654892	4	49.919	2.985927582	1	0.365	1	FALSE
TMEM229A	ENST00000455783	B2RXF0	0.410651039	4	11.35	1.129197359	6	0.555	2	FALSE
COG6	ENST00000455146	Q9Y2V7	0.410647592	4	38.779	2.517858028	2	1.02	5	FALSE
FAM45A	ENST00000361432	Q8TCE6	0.410624528	4	19.71	2.12769556	3	1.11	5	FALSE
ZBTB4	ENST00000380599	Q9P1Z0	0.410587351	4	26.342	1.642083168	4	0.113	0	FALSE
CRYL1	ENST00000298248	Q9Y2S2	0.410561083	4	17.137	1.588793755	4	1.062	5	FALSE
TMEM64	ENST00000458549	Q6YI46	0.410543587	4	10.285	1.311107993	5	0.612	2	FALSE
ITGA1	ENST00000282588	P56199	0.410543211	4	64.349	1.195848227	6	0.739	3	FALSE
CCBL1	ENST00000302586	Q16773	0.410518864	4	23.334	1.975413561	3	1.245	6	FALSE
SRPRB	ENST00000466490	Q9Y5M8	0.410496292	4	14.321	0.995337605	6	0.827	4	FALSE
CCR4	ENST00000330953	P51679	0.410482768	4	7.9651	0.861998975	7	0.973	5	TRUE
IQSEC3	ENST00000538872	Q9UPP2	0.410441261	4	44.031	1.697790623	4	0.469	2	FALSE
TICAM2	ENST00000427199	Q86XR7	0.410421006	4	6.3256	0.251642495	8	1.599	8	TRUE
TET3	ENST00000409262	O43151	0.410399888	4	55.117	2.147158861	3	0.086	0	FALSE
ZNF140	ENST00000355557	P52738	0.410368918	4	8.8945	0.148565933	8	1.699	8	TRUE
ATR	ENST00000350721	Q13535	0.410318479	4	139.11	3.976937056	0	0.399	1	FALSE
STX4	ENST00000313843	Q12846	0.410271633	4	17.853	1.969260931	3	1.158	6	FALSE
CTCFL	ENST00000371196	Q8NI51	0.410268485	4	30.865	0.777691841	7	0.59	2	FALSE
RP11-195F19.5	ENST00000544078	B7Z3J9	0.41026412	4	4.5222	1.842233896	3	1.603	8	TRUE
RANBP6	ENST00000259569	O60518	0.410232109	4	34.593	3.578174591	0	0.597	2	FALSE
BFAR	ENST00000261658	Q9NZS9	0.410189552	4	24.479	1.922307611	3	0.993	5	FALSE
ALKBH7	ENST00000245812	Q9BT30	0.410172678	4	9.3873	1.154637218	6	1.634	8	TRUE
MXRA8	ENST00000309212	Q9BRK3	0.410146183	4	18.29	1.142142534	6	1.13	6	FALSE
CYP3A7	ENST00000336374	P24462	0.410133995	4	24.822	1.037126064	6	1.266	6	FALSE
SLC18B1	ENST00000275227	Q6NT16	0.410122171	4	23.175	1.588518262	4	1.506	7	FALSE
PABPC5	ENST00000312600	Q96DU9	0.410118405	4	7.2469	1.852949023	3	0.413	1	TRUE
OR6N2	ENST00000339258	Q8NGY6	0.410116161	4	7.5505	0.50937736	8	1.381	7	TRUE
SNAPC5	ENST00000316634	O75971	0.410066767	4	4.0589	0.516513884	8	1.893	9	TRUE
GSTM1	ENST00000309851	P09488	0.41005039	4	11.695	0.610729337	7	1.013	5	FALSE
DOCK8	ENST00000432829	Q8NF50	0.410027614	4	102.99	3.315245152	0	0.462	2	FALSE
THSD7A	ENST00000423059	Q9UPZ6	0.409996402	4	101.75	2.257347345	2	0.215	0	FALSE
C15orf59	ENST00000379822	Q2T9L4	0.409979764	4	9.258	2.752741575	1	0.837	4	TRUE
ZFC3H1	ENST00000378743	O60293	0.409975828	4	107.75	3.483118534	0	0.157	0	FALSE
ADH6	ENST00000237653	P28332	0.409968588	4	13.342	1.01202774	6	1.271	6	FALSE
RAPH1	ENST00000319170	Q70E73	0.409964126	4	47.168	1.6031003	4	0.223	0	FALSE
DHRS1	ENST00000396813	Q96LJ7	0.409921681	4	16.442	1.71257627	4	1.735	8	FALSE
CATSPERG	ENST00000409235	Q6ZRH7	0.409892484	4	63.383	0.845804036	7	0.857	4	FALSE
KBTBD11	ENST00000320248	O94819	0.409878997	4	7.713	0.381981313	8	1.005	5	TRUE
PLA2G2D	ENST00000375105	Q9UNK4	0.409863733	4	6.6839	-0.066087894	9	1.786	9	TRUE
SLC38A4	ENST00000266579	Q969I6	0.409842008	4	28.655	2.162921667	3	0.413	1	FALSE
ACP2	ENST00000256997	P11117	0.409837829	4	24.178	2.096057415	3	0.753	3	FALSE
BNIP3	ENST00000368636	Q12983	0.409829279	4	9.8045	0.548881829	7	1.462	7	TRUE
FBXO4	ENST00000281623	Q9UKT5	0.409820971	4	17.299	2.187513351	3	1.052	5	FALSE
DKK1	ENST00000373970	O94907	0.409805906	4	10.657	1.634644866	4	0.728	3	FALSE
CDC42EP2	ENST00000533419	O14613	0.409793532	4	2.8163	1.037749767	6	1.767	8	TRUE
FAM105B	ENST00000284274	Q96BN8	0.409781723	4	15.811	0.303661704	8	0.579	2	FALSE
DUSP15	ENST00000278979	Q9H1R2	0.409757225	4	15.798	1.007294536	6	1.074	5	FALSE
ITGA3	ENST00000320031	P26006	0.409756452	4	58.933	1.843149543	3	0.473	2	FALSE
CLDN14	ENST00000342108	O95500	0.409724586	4	6.2003	1.715038538	4	1.751	8	TRUE
SLC17A9	ENST00000370351	Q9BYT1	0.409665402	4	25.144	0.915794253	6	1.389	7	FALSE
ZNF212	ENST00000335870	Q9UDV6	0.409635919	4	19.606	0.572490573	7	0.992	5	FALSE
ARAP3	ENST00000239440	Q8WWN8	0.409587596	4	77.926	2.712713718	1	0.433	1	FALSE
MATN2	ENST00000520016	O00339	0.409499982	4	43.873	2.61755085	2	0.875	4	FALSE
RAB17	ENST00000264601	Q9H0T7	0.409437568	4	8.1878	0.534308255	8	0.947	4	TRUE
GREB1	ENST00000234142	Q4ZG55	0.409433689	4	87.877	2.445435524	2	0.476	2	FALSE
ST3GAL6	ENST00000394162	Q9Y274	0.409426296	4	18.311	0.746644378	7	1.195	6	FALSE
MYLK4	ENST00000274643	Q86YV6	0.409410908	4	21.255	0.762986124	7	1.367	7	FALSE
CCDC126	ENST00000410069	Q96EE4	0.409407418	4	5.3188	2.191641569	3	1.176	6	TRUE
HOXA2	ENST00000222718	O43364	0.409373089	4	11.089	4.404542923	0	0.699	3	FALSE
SPEN	ENST00000375759	Q96T58	0.409365911	4	128.99	2.890301704	1	0.071	0	FALSE
SLC35G2	ENST00000446465	Q8TBE7	0.409355941	4	10.75	3.059967756	1	0.851	4	FALSE
ZNF259	ENST00000227322	O75312	0.409347216	4	27.204	0.80351001	7	0.937	4	FALSE
SFMBT1	ENST00000394752	Q9UHJ3	0.409342199	4	48.403	2.676127434	1	0.324	1	FALSE
GNG13	ENST00000248150	Q9P2W3	0.40932095	4	2.8845	0.209641635	8	1.946	9	TRUE
BRWD1	ENST00000333229	Q9NSI6	0.409292009	4	114.74	2.019680262	3	0.222	0	FALSE
HSF1	ENST00000528838	Q00613	0.409278605	4	22.092	1.500067949	5	0.414	1	FALSE
TTLL11	ENST00000321582	Q8NHH1	0.409203918	4	22.68	2.121500969	3	1.071	5	FALSE
ANKRD1	ENST00000371697	Q15327	0.409131536	4	18.183	2.066623449	3	1.336	7	FALSE
TM4SF1	ENST00000305366	P30408	0.409116036	4	11.034	0.971924126	6	1.073	5	FALSE
CHPF	ENST00000243776	Q8IZ52	0.409099399	4	23.383	2.853353739	1	0.506	2	FALSE
FUOM	ENST00000278025	A2VDF0	0.409086767	4	7.0002	-0.06453263	9	1.629	8	TRUE
MEX3D	ENST00000402693	Q86XN8	0.40908356	4	8.2076	1.756577969	4	0.364	1	TRUE
MICAL2	ENST00000256194	O94851	0.409081341	4	57.622	3.409136772	0	0.686	3	FALSE
BHLHE41	ENST00000242728	Q9C0J9	0.409066518	4	14.48	1.974223137	3	0.206	0	FALSE
ROPN1L	ENST00000274134	Q96C74	0.409065878	4	10.006	1.721567392	4	1.551	8	FALSE
SNCA	ENST00000506244	P37840	0.409046814	4	6.9798	2.996398211	1	0.429	1	TRUE
GUCY1A3	ENST00000513574	Q02108	0.408990082	4	30.35	3.104206085	1	0.84	4	FALSE
SPATS2L	ENST00000409140	Q9NUQ6	0.408981835	4	24.224	0.960386038	6	0.434	1	FALSE
ZNF202	ENST00000529691	O95125	0.408977475	4	28.288	0.894810617	6	0.419	1	FALSE
SCLY	ENST00000254663	Q96I15	0.408958277	4	21.067	1.189190626	6	1.153	6	FALSE
ERCC4	ENST00000311895	Q92889	0.408841213	4	38.969	1.513368368	4	0.896	4	FALSE
GBA2	ENST00000378103	Q9HCG7	0.408826889	4	54.208	2.951755524	1	0.94	4	FALSE
CTTNBP2NL	ENST00000271277	Q9P2B4	0.408795042	4	21.071	1.575157046	4	0.685	3	FALSE
PUSL1	ENST00000379031	Q8N0Z8	0.40879131	4	11.329	0.134459019	9	1.977	9	FALSE
POLR3GL	ENST00000369314	Q9BT43	0.408764152	4	13.474	2.270813227	2	1.165	6	FALSE
ZNF404	ENST00000587539	Q494X3	0.40875351	4	18.529	0.039961055	9	1.181	6	FALSE
ZMAT5	ENST00000344318	Q9UDW3	0.408749339	4	12.663	1.606964111	4	1.24	6	FALSE
EOGT	ENST00000540764	Q5NDL2	0.40874832	4	26.861	3.780513287	0	0.949	5	FALSE
PLEKHA5	ENST00000299275	Q9HAU0	0.408728291	4	69.754	3.158030748	1	0.09	0	FALSE
ZFPM1	ENST00000319555	Q8IX07	0.408647235	4	24.967	0.477960587	8	0.474	2	FALSE
ISM1	ENST00000262487	B1AKI9	0.408644536	4	18.889	2.299810648	2	0.696	3	FALSE
TPGS1	ENST00000359315	Q6ZTW0	0.408631351	4	3.7358	1.119623899	6	1.562	8	TRUE
WARS2	ENST00000235521	Q9UGM6	0.408605724	4	15.786	1.425209641	5	0.666	3	FALSE
PTPLA	ENST00000361271	B0YJ81	0.408591878	4	11.85	1.655377746	4	1.702	8	FALSE
WRAP73	ENST00000270708	Q9P2S5	0.408574583	4	27.446	3.121562719	1	0.797	4	FALSE
OXT	ENST00000217386	P01178	0.408555068	4	4.0974	1.720280766	4	0.729	3	TRUE
COG3	ENST00000349995	Q96JB2	0.40855393	4	49.158	2.904052734	1	0.214	0	FALSE
ADPRM	ENST00000379774	Q3LIE5	0.408552446	4	11.872	1.990204811	3	1.107	5	FALSE
AIF1	ENST00000376059	P55008	0.408532666	4	9.5017	2.256827354	2	1.619	8	TRUE
DUSP18	ENST00000334679	Q8NEJ0	0.408512627	4	5.3475	0.653930247	7	1.17	6	TRUE
DRD4	ENST00000176183	P21917	0.408501103	4	8.7018	1.512296677	4	1.86	9	TRUE
ATOH8	ENST00000306279	Q96SQ7	0.408454633	4	7.8841	0.409036785	8	0.379	1	TRUE
TMEM206	ENST00000261455	Q9H813	0.408426631	4	17.039	1.602071881	4	1.284	6	FALSE
PHF20L1	ENST00000395386	A8MW92	0.408393598	4	56.256	2.38239193	2	0.187	0	FALSE
PHYHD1	ENST00000372592	Q5SRE7	0.408371823	4	18.468	1.354186296	5	1.316	7	FALSE
SIPA1	ENST00000394224	Q96FS4	0.408355123	4	35.666	1.83689332	3	0.511	2	FALSE
HRSP12	ENST00000254878	P52758	0.408349925	4	7.9364	1.326519728	5	0.977	5	TRUE
UGT1A9	ENST00000354728	O60656	0.408338406	4	19.679	0.940682769	6	1.112	5	FALSE
GPR35	ENST00000438013	Q9HC97	0.408327692	4	5.8992	-0.601891935	9	1.509	7	TRUE
LRCH3	ENST00000425562	Q96II8	0.4083215	4	46.999	1.298707843	5	0.768	3	FALSE
SLC44A4	ENST00000229729	Q53GD3	0.408303261	4	43.607	2.092565536	3	0.907	4	FALSE
ALG8	ENST00000299626	Q9BVK2	0.408301769	4	32.148	3.666442156	0	0.83	4	FALSE
IGFBP3	ENST00000275521	P17936	0.408262184	4	8.2846	1.002338648	6	0.573	2	TRUE
FCHO2	ENST00000430046	Q0JRZ9	0.40823402	4	41.199	2.966575861	1	0.222	0	FALSE
MEOX2	ENST00000262041	P50222	0.408225435	4	12.316	3.15505147	1	0.385	1	FALSE
TYRO3	ENST00000263798	Q06418	0.408225119	4	42.662	1.278042316	5	0.736	3	FALSE
NFX1	ENST00000379540	Q12986	0.408224683	4	61.07	2.713207483	1	0.457	2	FALSE
SS18	ENST00000415083	Q15532	0.408181754	4	30.883	2.936861038	1	0.383	1	FALSE
IL11	ENST00000585513	P20809	0.40815691	4	7.8333	0.59465611	7	1.491	7	TRUE
HLA-DRA	ENST00000395388	P01903	0.40813177	4	10.597	0.926976442	6	0.594	2	FALSE
ACSL5	ENST00000354273	Q9ULC5	0.408041596	4	38.106	2.400281191	2	0.763	3	FALSE
NSMCE1	ENST00000361439	Q8WV22	0.407977086	4	13.331	1.79118526	4	1.178	6	FALSE
MRS2	ENST00000378386	Q9HD23	0.407946814	4	24.998	1.35565877	5	0.972	5	FALSE
NCF4	ENST00000248899	Q15080	0.407917656	4	16.942	2.21034193	2	1.001	5	FALSE
RANGAP1	ENST00000455915	P46060	0.407916827	4	27.088	1.539607286	4	0.533	2	FALSE
METTL2B	ENST00000262432	Q6P1Q9	0.407899081	4	20.577	1.755195737	4	1.181	6	FALSE
LRRC14	ENST00000529022	Q15048	0.407892222	4	13.957	0.714463651	7	1.034	5	FALSE
TMEM198	ENST00000373883	Q66K66	0.407862365	4	13.776	2.25270462	2	0.563	2	FALSE
LRRN2	ENST00000367177	O75325	0.407855118	4	18.172	2.104133606	3	0.427	1	FALSE
RNASEH2A	ENST00000221486	O75792	0.40785501	4	13.458	0.879386842	7	0.88	4	FALSE
TMEM59	ENST00000234831	Q9BXS4	0.407836235	4	18.206	0.761835039	7	1.465	7	FALSE
CCL19	ENST00000311925	Q99731	0.407822219	4	4.1646	0.673456788	7	1.127	6	TRUE
CPLX4	ENST00000299721	Q7Z7G2	0.407802551	4	6.5004	1.066875935	6	1.707	8	TRUE
GK2	ENST00000358842	Q14410	0.40778707	4	16.195	2.899760723	1	1.425	7	FALSE
PIGC	ENST00000367728	Q92535	0.407757183	4	9.9546	1.369841456	5	1.056	5	TRUE
HKR1	ENST00000324411	P10072	0.407753757	4	26.639	0.051507	9	1.441	7	FALSE
CCR6	ENST00000349984	P51684	0.407752156	4	10.073	0.452136964	8	1.043	5	FALSE
DCHS1	ENST00000299441	Q96JQ0	0.407650578	4	95.631	2.823976278	1	0.242	0	FALSE
DHRS2	ENST00000250383	Q13268	0.407641806	4	11.752	0.63869381	7	1.438	7	FALSE
LIF	ENST00000249075	P15018	0.407621487	4	6.3037	0.532070279	8	0.752	3	TRUE
LIN37	ENST00000301159	Q96GY3	0.407585827	4	14.615	2.415406227	2	0.81	4	FALSE
PRSS58	ENST00000552471	Q8IYP2	0.407568466	4	10.136	0.688232422	7	1.801	9	FALSE
FANK1	ENST00000368693	Q8TC84	0.40754507	4	20.587	1.850940466	3	1.18	6	FALSE
CPZ	ENST00000360986	Q66K79	0.407543441	4	25.314	2.455442905	2	1.953	9	FALSE
DACH2	ENST00000373125	Q96NX9	0.407516144	4	14.811	3.294857264	0	0.618	2	FALSE
ZNF354B	ENST00000322434	Q96LW1	0.407463929	4	25.801	0.4106296	8	0.754	3	FALSE
OAS1	ENST00000202917	P00973	0.407449616	4	18.033	0.179477617	8	0.941	4	FALSE
NCOA1	ENST00000348332	Q15788	0.407429839	4	68.603	2.8036201	1	0.247	0	FALSE
NDUFAF5	ENST00000378106	Q5TEU4	0.407415845	4	21.233	0.754051805	7	1.201	6	FALSE
ADAP2	ENST00000330889	Q9NPF8	0.407399745	4	24.75	1.306797266	5	1.078	5	FALSE
MPP3	ENST00000398389	Q13368	0.407381656	4	38.473	3.043799639	1	0.632	3	FALSE
FDX1L	ENST00000393708	Q6P4F2	0.40737522	4	7.3648	1.531843781	4	1.413	7	TRUE
